type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2015-02-11 16:27:09.181	6.791578006	80.799070479	2125.2	6.499			
T	2015-02-11 16:27:12.181	6.791566865	80.799104132	2125.2	6.503			
T	2015-02-11 16:27:15.181	6.791553536	80.799131759	2125.3	6.507			
T	2015-02-11 16:27:18.181	6.791540722	80.799158472	2125.5	6.510			
T	2015-02-11 16:27:21.181	6.791528834	80.799187211	2125.8	6.514			
T	2015-02-11 16:27:24.181	6.791517355	80.799218685	2126.2	6.517			
T	2015-02-11 16:27:27.181	6.791510721	80.799247029	2126.6	6.521			
T	2015-02-11 16:27:31.181	6.791511791	80.799276520	2126.8	6.524			
T	2015-02-11 16:27:35.181	6.791519512	80.799303051	2126.8	6.527			
T	2015-02-11 16:27:39.181	6.791530490	80.799338497	2126.8	6.531			
T	2015-02-11 16:27:42.181	6.791537674	80.799366581	2126.9	6.534			
T	2015-02-11 16:27:45.181	6.791545085	80.799396446	2126.9	6.538			
T	2015-02-11 16:27:48.181	6.791553152	80.799425952	2126.9	6.541			
T	2015-02-11 16:27:51.181	6.791559855	80.799452459	2127.0	6.544			
T	2015-02-11 16:27:55.181	6.791566457	80.799484300	2127.1	6.548			
T	2015-02-11 16:28:11.181	6.791577163	80.799509418	2127.0	6.551			
T	2015-02-11 16:28:15.181	6.791587905	80.799540038	2127.0	6.554			
T	2015-02-11 16:28:18.181	6.791592630	80.799572044	2127.1	6.558			
T	2015-02-11 16:28:21.181	6.791593943	80.799605774	2127.3	6.562			
T	2015-02-11 16:28:24.181	6.791593727	80.799639236	2127.5	6.565			
T	2015-02-11 16:28:27.181	6.791589961	80.799677043	2127.8	6.570			
T	2015-02-11 16:28:30.181	6.791590226	80.799715243	2128.1	6.574			
T	2015-02-11 16:28:33.181	6.791598765	80.799746116	2128.1	6.577			
T	2015-02-11 16:28:37.181	6.791613674	80.799770028	2127.9	6.580			
T	2015-02-11 16:28:44.181	6.791638517	80.799786916	2127.4	6.584			
T	2015-02-11 16:28:50.181	6.791667099	80.799797390	2126.8	6.587			
T	2015-02-11 16:28:57.181	6.791674902	80.799830676	2126.7	6.591			
T	2015-02-11 16:29:01.181	6.791678000	80.799858337	2126.8	6.594			
T	2015-02-11 16:29:05.181	6.791677459	80.799893740	2127.0	6.598			
T	2015-02-11 16:29:08.181	6.791674835	80.799923324	2127.2	6.601			
T	2015-02-11 16:29:11.181	6.791675716	80.799955177	2127.4	6.605			
T	2015-02-11 16:29:14.181	6.791682600	80.799990184	2127.4	6.609			
T	2015-02-11 16:29:17.181	6.791689168	80.800018600	2127.6	6.612			
T	2015-02-11 16:29:27.181	6.791702847	80.800044725	2127.6	6.615			
T	2015-02-11 16:29:31.181	6.791721291	80.800076080	2127.5	6.619			
T	2015-02-11 16:29:34.181	6.791736347	80.800100808	2127.5	6.623			
T	2015-02-11 16:29:38.181	6.791750758	80.800126641	2127.4	6.626			
T	2015-02-11 16:29:42.181	6.791756754	80.800158023	2127.8	6.629			
T	2015-02-11 16:29:46.181	6.791758205	80.800190970	2128.4	6.633			
T	2015-02-11 16:29:51.181	6.791754764	80.800221072	2129.1	6.636			
T	2015-02-11 16:29:56.181	6.791765705	80.800250740	2129.2	6.640			
T	2015-02-11 16:30:00.181	6.791781891	80.800280936	2129.2	6.644			
T	2015-02-11 16:30:03.181	6.791793513	80.800308469	2129.2	6.647			
T	2015-02-11 16:30:06.181	6.791803771	80.800336437	2129.3	6.650			
T	2015-02-11 16:30:10.181	6.791815339	80.800368498	2129.5	6.654			
T	2015-02-11 16:30:15.181	6.791828351	80.800393638	2129.4	6.657			
T	2015-02-11 16:30:22.181	6.791846604	80.800418124	2129.1	6.661			
T	2015-02-11 16:30:26.181	6.791862442	80.800446637	2128.9	6.664			
T	2015-02-11 16:30:30.181	6.791873800	80.800477084	2129.0	6.668			
T	2015-02-11 16:30:35.181	6.791882149	80.800507829	2129.2	6.671			
T	2015-02-11 16:30:40.181	6.791893958	80.800534575	2129.2	6.675			
T	2015-02-11 16:30:44.181	6.791904567	80.800562851	2129.2	6.678			
T	2015-02-11 16:30:49.181	6.791917612	80.800587338	2129.0	6.681			
T	2015-02-11 16:30:56.181	6.791939005	80.800614809	2128.6	6.685			
T	2015-02-11 16:30:59.181	6.791955484	80.800637091	2128.2	6.688			
T	2015-02-11 16:31:03.181	6.791970081	80.800666750	2128.1	6.692			
T	2015-02-11 16:31:16.181	6.791976401	80.800695818	2128.2	6.695			
T	2015-02-11 16:31:20.181	6.792004215	80.800716984	2127.3	6.699			
T	2015-02-11 16:31:23.181	6.792032509	80.800740616	2126.4	6.703			
T	2015-02-11 16:31:26.181	6.792060276	80.800769028	2125.6	6.708			
T	2015-02-11 16:31:29.181	6.792082189	80.800798170	2125.0	6.712			
T	2015-02-11 16:31:32.181	6.792100464	80.800825372	2124.6	6.715			
T	2015-02-11 16:31:35.181	6.792118026	80.800851792	2124.0	6.719			
T	2015-02-11 16:31:38.181	6.792134456	80.800878823	2123.4	6.722			
T	2015-02-11 16:31:41.181	6.792154338	80.800908635	2122.7	6.726			
T	2015-02-11 16:31:44.181	6.792175696	80.800935595	2122.0	6.730			
T	2015-02-11 16:31:47.181	6.792198051	80.800960549	2121.2	6.734			
T	2015-02-11 16:31:50.181	6.792222970	80.800984357	2120.2	6.738			
T	2015-02-11 16:31:53.181	6.792246827	80.801008083	2119.4	6.741			
T	2015-02-11 16:31:56.181	6.792269142	80.801032905	2118.6	6.745			
T	2015-02-11 16:31:59.181	6.792288259	80.801060143	2118.0	6.749			
T	2015-02-11 16:32:02.181	6.792301897	80.801089996	2117.7	6.752			
T	2015-02-11 16:32:05.181	6.792309506	80.801116919	2117.6	6.756			
T	2015-02-11 16:32:09.181	6.792315077	80.801145312	2117.7	6.759			
T	2015-02-11 16:32:14.181	6.792325403	80.801173457	2117.5	6.762			
T	2015-02-11 16:32:18.181	6.792342037	80.801197277	2117.0	6.765			
T	2015-02-11 16:32:22.181	6.792363509	80.801225028	2116.4	6.769			
T	2015-02-11 16:32:25.181	6.792380460	80.801250112	2115.9	6.773			
T	2015-02-11 16:32:28.181	6.792399586	80.801277837	2115.4	6.776			
T	2015-02-11 16:32:31.181	6.792419382	80.801305564	2114.9	6.780			
T	2015-02-11 16:32:34.181	6.792438876	80.801331064	2114.4	6.784			
T	2015-02-11 16:32:37.181	6.792457102	80.801354321	2114.0	6.787			
T	2015-02-11 16:32:41.181	6.792474520	80.801381103	2113.6	6.791			
T	2015-02-11 16:32:46.181	6.792493563	80.801401690	2113.1	6.794			
T	2015-02-11 16:32:51.181	6.792515501	80.801421019	2112.9	6.797			
T	2015-02-11 16:32:55.181	6.792539826	80.801443728	2112.9	6.801			
T	2015-02-11 16:32:58.181	6.792562041	80.801463509	2112.9	6.804			
T	2015-02-11 16:33:01.181	6.792588830	80.801484004	2112.8	6.808			
T	2015-02-11 16:33:04.181	6.792617418	80.801505413	2112.7	6.812			
T	2015-02-11 16:33:07.181	6.792644133	80.801523744	2112.6	6.815			
T	2015-02-11 16:33:10.181	6.792669595	80.801539187	2112.5	6.819			
T	2015-02-11 16:33:14.181	6.792698689	80.801558505	2112.3	6.823			
T	2015-02-11 16:33:18.181	6.792730084	80.801578052	2112.1	6.827			
T	2015-02-11 16:33:21.181	6.792757882	80.801594701	2111.9	6.830			
T	2015-02-11 16:33:24.181	6.792783272	80.801612776	2111.8	6.834			
T	2015-02-11 16:33:28.181	6.792808575	80.801632611	2111.6	6.837			
T	2015-02-11 16:33:41.181	6.792823276	80.801663790	2111.7	6.841			
T	2015-02-11 16:33:44.181	6.792838858	80.801700076	2112.0	6.846			
T	2015-02-11 16:33:46.181	6.792849079	80.801726741	2112.3	6.849			
T	2015-02-11 16:33:48.181	6.792859160	80.801752237	2112.5	6.852			
T	2015-02-11 16:33:51.181	6.792873769	80.801786655	2112.8	6.856			
T	2015-02-11 16:33:54.181	6.792889473	80.801817978	2112.9	6.860			
T	2015-02-11 16:33:57.181	6.792906358	80.801846174	2113.0	6.863			
T	2015-02-11 16:34:00.181	6.792921537	80.801872520	2113.1	6.867			
T	2015-02-11 16:34:04.181	6.792939119	80.801896647	2113.1	6.870			
T	2015-02-11 16:34:10.181	6.792955620	80.801927463	2113.2	6.874			
T	2015-02-11 16:34:13.181	6.792967623	80.801955371	2113.3	6.877			
T	2015-02-11 16:34:16.181	6.792983356	80.801983885	2113.4	6.881			
T	2015-02-11 16:34:19.181	6.792998356	80.802014087	2113.4	6.885			
T	2015-02-11 16:34:22.181	6.793008312	80.802044665	2113.6	6.888			
T	2015-02-11 16:34:25.181	6.793012864	80.802071994	2113.8	6.891			
T	2015-02-11 16:34:29.181	6.793016477	80.802104628	2114.1	6.895			
T	2015-02-11 16:34:33.181	6.793023872	80.802131679	2114.2	6.898			
T	2015-02-11 16:34:38.181	6.793041428	80.802160693	2114.1	6.902			
T	2015-02-11 16:34:42.181	6.793059147	80.802185715	2114.0	6.905			
T	2015-02-11 16:34:46.181	6.793072422	80.802215045	2114.0	6.909			
T	2015-02-11 16:34:50.181	6.793083291	80.802246533	2114.0	6.913			
T	2015-02-11 16:34:54.181	6.793091995	80.802275934	2114.1	6.916			
T	2015-02-11 16:34:58.181	6.793090211	80.802309572	2114.4	6.920			
T	2015-02-11 16:35:01.181	6.793080585	80.802340025	2115.0	6.923			
T	2015-02-11 16:35:04.181	6.793072898	80.802370075	2115.5	6.927			
T	2015-02-11 16:35:08.181	6.793072466	80.802403818	2115.9	6.931			
T	2015-02-11 16:35:12.181	6.793082226	80.802433101	2115.9	6.934			
T	2015-02-11 16:35:16.181	6.793101040	80.802457152	2115.6	6.937			
T	2015-02-11 16:35:20.181	6.793121191	80.802480329	2115.2	6.941			
T	2015-02-11 16:35:24.181	6.793143238	80.802503183	2114.8	6.944			
T	2015-02-11 16:35:28.181	6.793165180	80.802519484	2114.4	6.947			
T	2015-02-11 16:35:47.181	6.793189989	80.802502078	2113.3	6.951			
T	2015-02-11 16:35:52.181	6.793214032	80.802482241	2112.4	6.954			
T	2015-02-11 16:36:25.181	6.793238510	80.802500250	2111.8	6.958			
T	2015-02-11 16:36:30.181	6.793267623	80.802507933	2111.2	6.961			
T	2015-02-11 16:37:00.181	6.793237239	80.802503246	2111.9	6.964			
T	2015-02-11 16:37:03.181	6.793200741	80.802508463	2113.2	6.968			
T	2015-02-11 16:37:06.181	6.793167324	80.802517085	2114.3	6.972			
T	2015-02-11 16:37:27.181	6.793144200	80.802538597	2115.5	6.976			
T	2015-02-11 16:37:32.181	6.793125704	80.802566363	2116.6	6.980			
T	2015-02-11 16:37:45.181	6.793128871	80.802594923	2117.1	6.983			
T	2015-02-11 16:37:50.181	6.793145614	80.802625115	2117.2	6.987			
T	2015-02-11 16:37:53.181	6.793155989	80.802650290	2117.4	6.990			
T	2015-02-11 16:37:57.181	6.793167511	80.802683076	2117.8	6.993			
T	2015-02-11 16:38:01.181	6.793171033	80.802713501	2118.3	6.997			
T	2015-02-11 16:38:05.181	6.793172418	80.802744533	2118.9	7.000			
T	2015-02-11 16:38:09.181	6.793187482	80.802777755	2119.2	7.004			
T	2015-02-11 16:38:12.181	6.793200400	80.802803196	2119.4	7.008			
T	2015-02-11 16:38:15.181	6.793214391	80.802830030	2119.6	7.011			
T	2015-02-11 16:38:18.181	6.793235140	80.802856255	2119.7	7.015			
T	2015-02-11 16:38:21.181	6.793264225	80.802876895	2119.4	7.019			
T	2015-02-11 16:38:24.181	6.793294830	80.802889799	2118.9	7.022			
T	2015-02-11 16:38:27.181	6.793323191	80.802899912	2118.4	7.026			
T	2015-02-11 16:38:31.181	6.793354513	80.802916087	2118.1	7.030			
T	2015-02-11 16:38:55.181	6.793390139	80.802918129	2117.4	7.034			
T	2015-02-11 16:38:58.181	6.793423258	80.802920200	2116.8	7.037			
T	2015-02-11 16:39:01.181	6.793462229	80.802934369	2116.4	7.042			
T	2015-02-11 16:39:03.181	6.793488034	80.802947141	2116.2	7.045			
T	2015-02-11 16:39:06.181	6.793522890	80.802962350	2115.8	7.049			
T	2015-02-11 16:39:10.181	6.793550383	80.802975176	2115.6	7.053			
T	2015-02-11 16:39:29.181	6.793568405	80.802954050	2114.8	7.056			
T	2015-02-11 16:39:36.181	6.793595782	80.802953271	2114.2	7.059			
T	2015-02-11 16:39:48.181	6.793620952	80.802963760	2114.0	7.062			
T	2015-02-11 16:40:03.181	6.793647180	80.802978674	2113.8	7.065			
T	2015-02-11 16:40:06.181	6.793663918	80.803000274	2113.9	7.068			
T	2015-02-11 16:40:09.181	6.793686272	80.803027942	2114.0	7.072			
T	2015-02-11 16:40:11.181	6.793700406	80.803051820	2114.2	7.075			
T	2015-02-11 16:40:14.181	6.793723135	80.803082242	2114.4	7.080			
T	2015-02-11 16:40:17.181	6.793747792	80.803099736	2114.3	7.083			
T	2015-02-11 16:40:20.181	6.793773022	80.803117532	2114.1	7.086			
T	2015-02-11 16:40:23.181	6.793795068	80.803139441	2114.1	7.090			
T	2015-02-11 16:40:26.181	6.793813867	80.803165061	2114.2	7.093			
T	2015-02-11 16:40:29.181	6.793830814	80.803192088	2114.4	7.097			
T	2015-02-11 16:40:32.181	6.793844490	80.803223388	2114.8	7.101			
T	2015-02-11 16:40:35.181	6.793857103	80.803250294	2115.0	7.104			
T	2015-02-11 16:40:40.181	6.793877661	80.803270902	2115.0	7.107			
T	2015-02-11 16:40:46.181	6.793902081	80.803285016	2114.8	7.110			
T	2015-02-11 16:40:51.181	6.793929273	80.803302118	2114.5	7.114			
T	2015-02-11 16:40:55.181	6.793946014	80.803330533	2114.7	7.118			
T	2015-02-11 16:40:59.181	6.793969960	80.803355713	2114.7	7.122			
T	2015-02-11 16:41:03.181	6.794002364	80.803372049	2114.4	7.126			
T	2015-02-11 16:41:06.181	6.794027407	80.803383469	2114.1	7.129			
T	2015-02-11 16:41:10.181	6.794056652	80.803400671	2113.8	7.132			
T	2015-02-11 16:41:14.181	6.794077824	80.803422935	2113.9	7.136			
T	2015-02-11 16:41:18.181	6.794097102	80.803451258	2114.1	7.140			
T	2015-02-11 16:41:21.181	6.794112400	80.803473837	2114.3	7.143			
T	2015-02-11 16:41:25.181	6.794131472	80.803500465	2114.5	7.146			
T	2015-02-11 16:41:29.181	6.794144129	80.803525190	2114.8	7.149			
T	2015-02-11 16:41:34.181	6.794161803	80.803553344	2115.1	7.153			
T	2015-02-11 16:41:38.181	6.794182581	80.803571731	2115.2	7.156			
T	2015-02-11 16:41:42.181	6.794205562	80.803588581	2115.3	7.159			
T	2015-02-11 16:41:46.181	6.794226892	80.803608147	2115.5	7.163			
T	2015-02-11 16:41:50.181	6.794249957	80.803636630	2115.8	7.167			
T	2015-02-11 16:41:53.181	6.794262120	80.803662831	2116.2	7.170			
T	2015-02-11 16:41:56.181	6.794271446	80.803691877	2116.7	7.173			
T	2015-02-11 16:41:59.181	6.794284371	80.803720580	2117.1	7.177			
T	2015-02-11 16:42:02.181	6.794296726	80.803750936	2117.5	7.180			
T	2015-02-11 16:42:05.181	6.794303531	80.803781677	2118.0	7.184			
T	2015-02-11 16:42:09.181	6.794304268	80.803816278	2118.7	7.188			
T	2015-02-11 16:42:13.181	6.794306471	80.803851062	2119.3	7.192			
T	2015-02-11 16:42:16.181	6.794313188	80.803881375	2119.8	7.195			
T	2015-02-11 16:42:19.181	6.794323169	80.803908619	2120.2	7.198			
T	2015-02-11 16:42:23.181	6.794339010	80.803932305	2120.3	7.202			
T	2015-02-11 16:42:28.181	6.794361748	80.803956197	2120.3	7.205			
T	2015-02-11 16:42:31.181	6.794380582	80.803976620	2120.3	7.208			
T	2015-02-11 16:42:34.181	6.794400634	80.803997778	2120.3	7.212			
T	2015-02-11 16:42:37.181	6.794418476	80.804019484	2120.3	7.215			
T	2015-02-11 16:42:40.181	6.794434668	80.804046450	2120.5	7.218			
T	2015-02-11 16:42:43.181	6.794450511	80.804079244	2120.7	7.222			
T	2015-02-11 16:42:46.181	6.794467397	80.804104395	2120.7	7.226			
T	2015-02-11 16:42:50.181	6.794491467	80.804124870	2120.5	7.229			
T	2015-02-11 16:42:54.181	6.794521609	80.804140191	2120.1	7.233			
T	2015-02-11 16:42:57.181	6.794548773	80.804152260	2119.6	7.236			
T	2015-02-11 16:43:00.181	6.794576422	80.804166794	2119.2	7.240			
T	2015-02-11 16:43:03.181	6.794602580	80.804184126	2118.8	7.243			
T	2015-02-11 16:43:06.181	6.794626936	80.804200464	2118.5	7.246			
T	2015-02-11 16:43:09.181	6.794652239	80.804211173	2118.1	7.249			
T	2015-02-11 16:43:12.181	6.794678408	80.804220094	2117.6	7.253			
T	2015-02-11 16:43:15.181	6.794704117	80.804231934	2117.2	7.256			
T	2015-02-11 16:43:18.181	6.794729239	80.804244670	2116.9	7.259			
T	2015-02-11 16:43:22.181	6.794759101	80.804261893	2116.5	7.263			
T	2015-02-11 16:43:26.181	6.794782099	80.804277221	2116.3	7.266			
T	2015-02-11 16:43:30.181	6.794807722	80.804295067	2116.1	7.269			
T	2015-02-11 16:43:34.181	6.794834065	80.804314476	2115.9	7.273			
T	2015-02-11 16:43:38.181	6.794862012	80.804333391	2115.7	7.277			
T	2015-02-11 16:43:42.181	6.794890683	80.804352860	2115.5	7.281			
T	2015-02-11 16:43:46.181	6.794919699	80.804372454	2115.3	7.284			
T	2015-02-11 16:44:01.181	6.794944950	80.804384866	2115.1	7.288			
T	2015-02-11 16:44:16.181	6.794969682	80.804400612	2114.9	7.291			
T	2015-02-11 16:44:20.181	6.795003891	80.804415920	2114.7	7.295			
T	2015-02-11 16:44:23.181	6.795035234	80.804426075	2115.0	7.299			
T	2015-02-11 16:44:26.181	6.795062354	80.804438143	2115.2	7.302			
T	2015-02-11 16:44:30.181	6.795093162	80.804450090	2115.5	7.306			
T	2015-02-11 16:44:34.181	6.795122377	80.804460463	2115.7	7.309			
T	2015-02-11 16:44:38.181	6.795151160	80.804477902	2116.1	7.313			
T	2015-02-11 16:44:42.181	6.795174348	80.804493249	2116.3	7.316			
T	2015-02-11 16:44:46.181	6.795197358	80.804511313	2116.6	7.319			
T	2015-02-11 16:44:50.181	6.795219936	80.804532115	2116.9	7.323			
T	2015-02-11 16:44:54.181	6.795245044	80.804551221	2117.1	7.326			
T	2015-02-11 16:44:58.181	6.795270791	80.804562901	2117.2	7.329			
T	2015-02-11 16:45:03.181	6.795296682	80.804574910	2117.3	7.333			
T	2015-02-11 16:45:07.181	6.795324507	80.804590626	2117.4	7.336			
T	2015-02-11 16:45:11.181	6.795353083	80.804602849	2117.5	7.340			
T	2015-02-11 16:45:15.181	6.795379270	80.804614678	2117.5	7.343			
T	2015-02-11 16:45:18.181	6.795402733	80.804629402	2117.5	7.346			
T	2015-02-11 16:45:21.181	6.795426222	80.804643472	2117.5	7.349			
T	2015-02-11 16:45:25.181	6.795456943	80.804658064	2117.5	7.353			
T	2015-02-11 16:45:29.181	6.795489212	80.804668864	2117.4	7.357			
T	2015-02-11 16:45:33.181	6.795516242	80.804680079	2117.3	7.360			
T	2015-02-11 16:45:38.181	6.795545479	80.804687288	2117.1	7.363			
T	2015-02-11 16:45:42.181	6.795571836	80.804697088	2117.0	7.366			
T	2015-02-11 16:45:46.181	6.795603483	80.804709580	2116.8	7.370			
T	2015-02-11 16:45:50.181	6.795633634	80.804721637	2116.6	7.374			
T	2015-02-11 16:45:55.181	6.795660178	80.804730151	2116.4	7.377			
T	2015-02-11 16:46:01.181	6.795687166	80.804742538	2116.2	7.380			
T	2015-02-11 16:46:05.181	6.795713930	80.804762602	2116.0	7.384			
T	2015-02-11 16:46:08.181	6.795737808	80.804780448	2115.7	7.387			
T	2015-02-11 16:46:11.181	6.795763571	80.804796894	2115.4	7.391			
T	2015-02-11 16:46:15.181	6.795790596	80.804812267	2115.1	7.394			
T	2015-02-11 16:46:20.181	6.795814922	80.804825097	2114.8	7.397			
T	2015-02-11 16:46:25.181	6.795847426	80.804831652	2114.8	7.401			
T	2015-02-11 16:46:29.181	6.795878962	80.804830511	2115.2	7.404			
T	2015-02-11 16:46:33.181	6.795908695	80.804835999	2115.5	7.408			
T	2015-02-11 16:46:37.181	6.795940376	80.804846302	2115.8	7.412			
T	2015-02-11 16:46:41.181	6.795968193	80.804860634	2116.1	7.415			
T	2015-02-11 16:46:45.181	6.795993653	80.804875765	2116.3	7.418			
T	2015-02-11 16:46:49.181	6.796021623	80.804889844	2116.6	7.422			
T	2015-02-11 16:46:53.181	6.796049522	80.804904919	2116.9	7.425			
T	2015-02-11 16:46:57.181	6.796076184	80.804930914	2117.1	7.429			
T	2015-02-11 16:47:00.181	6.796099313	80.804958663	2117.3	7.434			
T	2015-02-11 16:47:03.181	6.796121726	80.804983100	2117.5	7.437			
T	2015-02-11 16:47:06.181	6.796145203	80.804999147	2117.8	7.440			
T	2015-02-11 16:47:09.181	6.796171027	80.805011429	2118.2	7.444			
T	2015-02-11 16:47:12.181	6.796196417	80.805023761	2118.6	7.447			
T	2015-02-11 16:47:16.181	6.796225388	80.805033073	2119.0	7.450			
T	2015-02-11 16:47:20.181	6.796253821	80.805044367	2119.5	7.454			
T	2015-02-11 16:47:25.181	6.796280780	80.805060964	2119.9	7.457			
T	2015-02-11 16:47:29.181	6.796308650	80.805078187	2120.4	7.461			
T	2015-02-11 16:47:32.181	6.796336737	80.805088329	2120.8	7.464			
T	2015-02-11 16:47:35.181	6.796365873	80.805100450	2121.2	7.468			
T	2015-02-11 16:47:38.181	6.796392063	80.805115624	2121.7	7.471			
T	2015-02-11 16:47:41.181	6.796420163	80.805129492	2122.1	7.474			
T	2015-02-11 16:47:44.181	6.796450026	80.805138833	2122.5	7.478			
T	2015-02-11 16:47:47.181	6.796479222	80.805147821	2122.9	7.481			
T	2015-02-11 16:47:50.181	6.796509321	80.805157339	2123.3	7.485			
T	2015-02-11 16:47:53.181	6.796538626	80.805167907	2123.7	7.488			
T	2015-02-11 16:47:56.181	6.796565405	80.805176091	2124.0	7.491			
T	2015-02-11 16:48:00.181	6.796598427	80.805182381	2124.4	7.495			
T	2015-02-11 16:48:04.181	6.796629843	80.805192332	2124.8	7.499			
T	2015-02-11 16:48:08.181	6.796659373	80.805206209	2125.2	7.503			
T	2015-02-11 16:48:12.181	6.796684185	80.805221598	2125.3	7.506			
T	2015-02-11 16:48:16.181	6.796708757	80.805233459	2125.4	7.509			
T	2015-02-11 16:48:20.181	6.796734624	80.805244541	2125.5	7.512			
T	2015-02-11 16:48:33.181	6.796764168	80.805259705	2125.6	7.516			
T	2015-02-11 16:48:36.181	6.796792335	80.805273249	2125.7	7.519			
T	2015-02-11 16:48:39.181	6.796825162	80.805288473	2125.7	7.523			
T	2015-02-11 16:48:42.181	6.796858391	80.805301892	2125.8	7.527			
T	2015-02-11 16:48:45.181	6.796893250	80.805314104	2125.8	7.531			
T	2015-02-11 16:48:48.181	6.796929470	80.805324934	2125.8	7.536			
T	2015-02-11 16:48:51.181	6.796964283	80.805332497	2125.8	7.540			
T	2015-02-11 16:48:54.181	6.796995918	80.805340682	2125.8	7.543			
T	2015-02-11 16:48:57.181	6.797023753	80.805350024	2125.8	7.546			
T	2015-02-11 16:49:00.181	6.797050996	80.805359085	2125.8	7.550			
T	2015-02-11 16:49:03.181	6.797078746	80.805369047	2125.7	7.553			
T	2015-02-11 16:49:06.181	6.797106983	80.805379145	2125.7	7.556			
T	2015-02-11 16:49:09.181	6.797135763	80.805386869	2125.7	7.560			
T	2015-02-11 16:49:12.181	6.797163198	80.805392105	2125.6	7.563			
T	2015-02-11 16:49:16.181	6.797197872	80.805397791	2125.6	7.567			
T	2015-02-11 16:49:19.181	6.797225974	80.805403129	2125.5	7.570			
T	2015-02-11 16:49:22.181	6.797253507	80.805409268	2125.5	7.573			
T	2015-02-11 16:49:25.181	6.797280041	80.805416854	2125.4	7.576			
T	2015-02-11 16:49:28.181	6.797307273	80.805423476	2125.3	7.579			
T	2015-02-11 16:49:31.181	6.797336071	80.805429401	2125.3	7.583			
T	2015-02-11 16:49:34.181	6.797365519	80.805435127	2125.2	7.586			
T	2015-02-11 16:49:37.181	6.797395090	80.805439352	2125.1	7.589			
T	2015-02-11 16:49:40.181	6.797424743	80.805440554	2125.0	7.593			
T	2015-02-11 16:49:43.181	6.797454865	80.805440036	2125.0	7.596			
T	2015-02-11 16:49:46.181	6.797482857	80.805436512	2124.9	7.599			
T	2015-02-11 16:49:50.181	6.797518097	80.805431410	2124.7	7.603			
T	2015-02-11 16:49:53.181	6.797544925	80.805427347	2124.3	7.606			
T	2015-02-11 16:49:58.181	6.797575827	80.805420227	2123.8	7.610			
T	2015-02-11 16:50:02.181	6.797610032	80.805415526	2123.3	7.613			
T	2015-02-11 16:50:05.181	6.797642954	80.805413251	2122.9	7.617			
T	2015-02-11 16:50:08.181	6.797677807	80.805414020	2122.3	7.621			
T	2015-02-11 16:50:11.181	6.797710567	80.805415737	2121.8	7.625			
T	2015-02-11 16:50:14.181	6.797741991	80.805415611	2121.4	7.628			
T	2015-02-11 16:50:17.181	6.797773146	80.805413666	2120.9	7.632			
T	2015-02-11 16:50:21.181	6.797801772	80.805421336	2120.5	7.635			
T	2015-02-11 16:50:54.181	6.797775020	80.805431598	2120.8	7.638			
T	2015-02-11 16:51:09.181	6.797806000	80.805424716	2120.4	7.642			
T	2015-02-11 16:51:33.181	6.797830573	80.805440323	2120.0	7.645			
T	2015-02-11 16:51:41.181	6.797860426	80.805445882	2119.5	7.648			
T	2015-02-11 16:51:46.181	6.797883892	80.805470174	2119.1	7.652			
T	2015-02-11 16:51:52.181	6.797912340	80.805474479	2118.7	7.655			
T	2015-02-11 16:52:00.181	6.797941233	80.805472079	2118.3	7.659			
T	2015-02-11 16:52:04.181	6.797970084	80.805486627	2117.8	7.662			
T	2015-02-11 16:52:07.181	6.798004452	80.805506372	2117.3	7.667			
T	2015-02-11 16:52:09.181	6.798030432	80.805523539	2116.9	7.670			
T	2015-02-11 16:52:11.181	6.798059641	80.805541767	2116.5	7.674			
T	2015-02-11 16:52:13.181	6.798089662	80.805557720	2116.1	7.678			
T	2015-02-11 16:52:15.181	6.798115719	80.805571146	2115.7	7.681			
T	2015-02-11 16:52:18.181	6.798146439	80.805586924	2115.3	7.685			
T	2015-02-11 16:52:21.181	6.798172500	80.805599703	2114.9	7.688			
T	2015-02-11 16:52:24.181	6.798200331	80.805608317	2114.5	7.691			
T	2015-02-11 16:52:27.181	6.798230684	80.805622343	2114.1	7.695			
T	2015-02-11 16:52:30.181	6.798261837	80.805641681	2113.7	7.699			
T	2015-02-11 16:52:33.181	6.798291966	80.805656643	2113.3	7.703			
T	2015-02-11 16:52:36.181	6.798321044	80.805664941	2113.0	7.706			
T	2015-02-11 16:52:39.181	6.798348393	80.805669160	2112.8	7.709			
T	2015-02-11 16:52:42.181	6.798376767	80.805681590	2112.8	7.713			
T	2015-02-11 16:52:45.181	6.798406913	80.805695322	2112.8	7.717			
T	2015-02-11 16:52:48.181	6.798435630	80.805706175	2112.7	7.720			
T	2015-02-11 16:52:51.181	6.798463899	80.805715305	2112.7	7.723			
T	2015-02-11 16:52:54.181	6.798492648	80.805723322	2112.7	7.727			
T	2015-02-11 16:52:57.181	6.798519821	80.805729323	2112.7	7.730			
T	2015-02-11 16:53:00.181	6.798547792	80.805735651	2112.6	7.733			
T	2015-02-11 16:53:03.181	6.798577241	80.805743803	2112.6	7.736			
T	2015-02-11 16:53:06.181	6.798608347	80.805755989	2112.6	7.740			
T	2015-02-11 16:53:09.181	6.798639939	80.805771096	2112.6	7.744			
T	2015-02-11 16:53:12.181	6.798672167	80.805785403	2112.5	7.748			
T	2015-02-11 16:53:15.181	6.798704313	80.805799533	2112.5	7.752			
T	2015-02-11 16:53:18.181	6.798734458	80.805812930	2112.5	7.756			
