type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2015-02-11 15:37:07.181	6.789975199	80.789048796	2068.8	5.099			
T	2015-02-11 15:37:10.181	6.789989220	80.789075475	2068.9	5.102			
T	2015-02-11 15:37:14.181	6.790003773	80.789101390	2068.9	5.106			
T	2015-02-11 15:37:19.181	6.790024524	80.789124749	2068.4	5.109			
T	2015-02-11 15:37:27.181	6.790052657	80.789136217	2067.5	5.113			
T	2015-02-11 15:37:34.181	6.790080530	80.789151692	2066.6	5.116			
T	2015-02-11 15:37:39.181	6.790094378	80.789177850	2066.2	5.119			
T	2015-02-11 15:37:44.181	6.790119322	80.789195099	2065.1	5.123			
T	2015-02-11 15:37:48.181	6.790149368	80.789199783	2063.9	5.126			
T	2015-02-11 15:37:52.181	6.790176503	80.789204833	2062.9	5.129			
T	2015-02-11 15:38:28.181	6.790198539	80.789230485	2061.9	5.133			
T	2015-02-11 15:38:31.181	6.790223677	80.789260081	2060.9	5.137			
T	2015-02-11 15:38:34.181	6.790245347	80.789288910	2060.0	5.141			
T	2015-02-11 15:38:37.181	6.790262782	80.789315215	2059.3	5.145			
T	2015-02-11 15:38:40.181	6.790282545	80.789335499	2058.5	5.148			
T	2015-02-11 15:38:44.181	6.790303579	80.789361223	2057.7	5.152			
T	2015-02-11 15:38:47.181	6.790316708	80.789388127	2057.2	5.155			
T	2015-02-11 15:38:50.181	6.790332706	80.789415404	2056.6	5.159			
T	2015-02-11 15:38:53.181	6.790354205	80.789438061	2055.8	5.162			
T	2015-02-11 15:38:56.181	6.790378621	80.789455979	2055.0	5.165			
T	2015-02-11 15:38:59.181	6.790404370	80.789469563	2054.1	5.169			
T	2015-02-11 15:39:02.181	6.790430032	80.789479909	2053.2	5.172			
T	2015-02-11 15:39:06.181	6.790462252	80.789495601	2052.2	5.176			
T	2015-02-11 15:39:10.181	6.790491107	80.789516714	2051.2	5.180			
T	2015-02-11 15:39:14.181	6.790516512	80.789541241	2050.5	5.184			
T	2015-02-11 15:39:18.181	6.790544046	80.789560526	2049.6	5.187			
T	2015-02-11 15:39:22.181	6.790574250	80.789573169	2048.7	5.191			
T	2015-02-11 15:39:26.181	6.790601778	80.789582326	2047.9	5.194			
T	2015-02-11 15:39:32.181	6.790619611	80.789605119	2047.4	5.198			
T	2015-02-11 15:39:35.181	6.790624350	80.789637377	2047.4	5.201			
T	2015-02-11 15:39:38.181	6.790640809	80.789663604	2047.0	5.205			
T	2015-02-11 15:39:46.181	6.790669790	80.789656467	2046.1	5.208			
T	2015-02-11 15:39:49.181	6.790692151	80.789637695	2045.3	5.211			
T	2015-02-11 15:39:52.181	6.790720987	80.789627165	2044.3	5.215			
T	2015-02-11 15:39:56.181	6.790752756	80.789638846	2043.4	5.218			
T	2015-02-11 15:40:00.181	6.790763724	80.789663969	2043.3	5.221			
T	2015-02-11 15:40:15.181	6.790790648	80.789659989	2042.4	5.225			
T	2015-02-11 15:40:21.181	6.790819058	80.789660005	2041.6	5.228			
T	2015-02-11 15:40:25.181	6.790834214	80.789683011	2041.3	5.231			
T	2015-02-11 15:40:28.181	6.790864032	80.789713821	2042.2	5.236			
T	2015-02-11 15:40:31.181	6.790888693	80.789734434	2042.9	5.239			
T	2015-02-11 15:56:03.181	6.791603100	80.790078410	2061.4	5.328			
T	2015-02-11 15:56:22.181	6.791914473	80.790098074	2068.3	5.362			
T	2015-02-11 15:58:23.181	6.791911246	80.790158229	2068.7	5.369			
T	2015-02-11 15:58:24.181	6.791922015	80.790191821	2069.2	5.373			
T	2015-02-11 15:58:25.181	6.791933588	80.790220960	2069.6	5.377			
T	2015-02-11 15:58:26.181	6.791943254	80.790246524	2070.0	5.380			
T	2015-02-11 15:58:28.181	6.791956988	80.790291578	2070.6	5.385			
T	2015-02-11 15:58:30.181	6.791966411	80.790319321	2070.9	5.388			
T	2015-02-11 15:58:35.181	6.791990959	80.790335419	2071.5	5.391			
T	2015-02-11 15:58:39.181	6.792023775	80.790324414	2072.1	5.395			
T	2015-02-11 15:58:42.181	6.792047029	80.790309319	2072.5	5.398			
T	2015-02-11 15:58:47.181	6.792079100	80.790306179	2073.1	5.402			
T	2015-02-11 15:58:52.181	6.792100710	80.790327489	2073.6	5.405			
T	2015-02-11 15:58:56.181	6.792112942	80.790359485	2074.0	5.409			
T	2015-02-11 15:58:58.181	6.792123138	80.790386564	2074.3	5.412			
T	2015-02-11 15:59:00.181	6.792134006	80.790414177	2074.7	5.416			
T	2015-02-11 15:59:03.181	6.792149050	80.790442120	2075.1	5.419			
T	2015-02-11 15:59:13.181	6.792177540	80.790440542	2075.6	5.422			
T	2015-02-11 15:59:30.181	6.792200163	80.790461705	2076.1	5.426			
T	2015-02-11 15:59:34.181	6.792228841	80.790484820	2076.7	5.430			
T	2015-02-11 15:59:37.181	6.792265921	80.790503503	2077.5	5.434			
T	2015-02-11 15:59:40.181	6.792296070	80.790519446	2078.0	5.438			
T	2015-02-11 15:59:45.181	6.792324327	80.790521701	2078.5	5.441			
T	2015-02-11 15:59:49.181	6.792351202	80.790529269	2079.0	5.445			
T	2015-02-11 15:59:52.181	6.792370805	80.790553124	2079.4	5.448			
T	2015-02-11 15:59:55.181	6.792391378	80.790574038	2079.8	5.451			
T	2015-02-11 16:00:00.181	6.792412345	80.790592496	2080.2	5.454			
T	2015-02-11 16:00:05.181	6.792422275	80.790621413	2080.5	5.458			
T	2015-02-11 16:00:13.181	6.792448049	80.790635922	2080.9	5.461			
T	2015-02-11 16:00:17.181	6.792460628	80.790662354	2081.2	5.464			
T	2015-02-11 16:00:20.181	6.792471748	80.790692664	2081.4	5.468			
T	2015-02-11 16:00:23.181	6.792484201	80.790719733	2081.6	5.471			
T	2015-02-11 16:00:28.181	6.792512741	80.790732566	2082.0	5.475			
T	2015-02-11 16:00:38.181	6.792538545	80.790723379	2082.3	5.478			
T	2015-02-11 16:00:55.181	6.792541596	80.790754674	2082.4	5.481			
T	2015-02-11 16:00:58.181	6.792554372	80.790793865	2082.7	5.486			
T	2015-02-11 16:01:00.181	6.792564317	80.790827031	2082.9	5.490			
T	2015-02-11 16:01:02.181	6.792572744	80.790860903	2083.9	5.494			
T	2015-02-11 16:01:04.181	6.792580146	80.790894892	2085.0	5.497			
T	2015-02-11 16:01:06.181	6.792587401	80.790928163	2086.1	5.501			
T	2015-02-11 16:01:08.181	6.792594392	80.790960883	2087.1	5.505			
T	2015-02-11 16:01:10.181	6.792601338	80.790992180	2088.1	5.508			
T	2015-02-11 16:01:12.181	6.792608221	80.791019861	2088.9	5.512			
T	2015-02-11 16:01:15.181	6.792618151	80.791053684	2090.0	5.516			
T	2015-02-11 16:01:19.181	6.792627065	80.791084658	2090.9	5.519			
T	2015-02-11 16:01:23.181	6.792634724	80.791112775	2091.8	5.522			
T	2015-02-11 16:01:28.181	6.792642549	80.791145287	2092.7	5.526			
T	2015-02-11 16:01:32.181	6.792647753	80.791172136	2093.4	5.529			
T	2015-02-11 16:01:36.181	6.792656053	80.791198016	2094.2	5.532			
T	2015-02-11 16:01:49.181	6.792681662	80.791187058	2093.9	5.535			
T	2015-02-11 16:11:49.181	6.792671295	80.791215156	2094.7	5.539			
T	2015-02-11 16:11:53.181	6.792679381	80.791250526	2095.6	5.543			
T	2015-02-11 16:11:56.181	6.792685453	80.791281277	2096.4	5.546			
T	2015-02-11 16:11:59.181	6.792689554	80.791314535	2097.3	5.550			
T	2015-02-11 16:12:02.181	6.792690656	80.791350470	2098.2	5.554			
T	2015-02-11 16:12:05.181	6.792690168	80.791387530	2099.2	5.558			
T	2015-02-11 16:12:08.181	6.792687948	80.791425082	2100.2	5.562			
T	2015-02-11 16:12:11.181	6.792679490	80.791465664	2101.3	5.567			
T	2015-02-11 16:12:13.181	6.792672221	80.791493408	2102.1	5.570			
T	2015-02-11 16:12:15.181	6.792666484	80.791520777	2102.9	5.573			
T	2015-02-11 16:12:18.181	6.792660798	80.791557326	2103.9	5.577			
T	2015-02-11 16:12:21.181	6.792657307	80.791590921	2104.9	5.581			
T	2015-02-11 16:12:24.181	6.792656244	80.791624630	2105.8	5.585			
T	2015-02-11 16:12:27.181	6.792660386	80.791659099	2106.7	5.588			
T	2015-02-11 16:12:30.181	6.792666734	80.791691619	2107.4	5.592			
T	2015-02-11 16:12:33.181	6.792667310	80.791721407	2108.2	5.595			
T	2015-02-11 16:12:36.181	6.792661056	80.791750489	2109.0	5.599			
T	2015-02-11 16:12:39.181	6.792654180	80.791780298	2109.9	5.602			
T	2015-02-11 16:12:42.181	6.792648957	80.791812124	2110.8	5.606			
T	2015-02-11 16:12:45.181	6.792645386	80.791846819	2111.7	5.610			
T	2015-02-11 16:12:49.181	6.792642588	80.791892339	2112.9	5.615			
T	2015-02-11 16:12:52.181	6.792642677	80.791922859	2113.7	5.618			
T	2015-02-11 16:12:55.181	6.792643588	80.791951374	2114.4	5.621			
T	2015-02-11 16:12:59.181	6.792647754	80.791986455	2115.2	5.625			
T	2015-02-11 16:13:03.181	6.792647803	80.792017407	2116.0	5.628			
T	2015-02-11 16:13:11.181	6.792661641	80.792040876	2116.3	5.632			
T	2015-02-11 16:13:15.181	6.792683317	80.792065523	2116.5	5.635			
T	2015-02-11 16:13:18.181	6.792698903	80.792089003	2116.7	5.638			
T	2015-02-11 16:13:22.181	6.792708690	80.792118207	2117.2	5.642			
T	2015-02-11 16:13:26.181	6.792713791	80.792151796	2117.9	5.646			
T	2015-02-11 16:13:29.181	6.792714366	80.792186979	2118.8	5.649			
T	2015-02-11 16:13:31.181	6.792712135	80.792216804	2119.5	5.653			
T	2015-02-11 16:13:33.181	6.792709894	80.792250770	2120.4	5.657			
T	2015-02-11 16:13:35.181	6.792709441	80.792286506	2121.3	5.660			
T	2015-02-11 16:13:37.181	6.792713386	80.792320326	2122.0	5.664			
T	2015-02-11 16:13:39.181	6.792724124	80.792349277	2122.4	5.668			
T	2015-02-11 16:13:41.181	6.792741758	80.792371774	2122.4	5.671			
T	2015-02-11 16:13:43.181	6.792765781	80.792389316	2122.2	5.674			
T	2015-02-11 16:13:45.181	6.792794997	80.792400260	2121.6	5.678			
T	2015-02-11 16:13:47.181	6.792826372	80.792405017	2120.8	5.681			
T	2015-02-11 16:13:49.181	6.792857489	80.792406628	2119.9	5.685			
T	2015-02-11 16:13:51.181	6.792886035	80.792407779	2119.1	5.688			
T	2015-02-11 16:13:54.181	6.792924055	80.792412847	2118.1	5.692			
T	2015-02-11 16:13:57.181	6.792956226	80.792422431	2117.3	5.696			
T	2015-02-11 16:14:00.181	6.792984766	80.792437602	2116.7	5.700			
T	2015-02-11 16:14:03.181	6.793008889	80.792459847	2116.4	5.703			
T	2015-02-11 16:14:06.181	6.793028578	80.792488160	2116.3	5.707			
T	2015-02-11 16:14:09.181	6.793044365	80.792519543	2116.1	5.711			
T	2015-02-11 16:14:12.181	6.793057738	80.792551196	2115.8	5.715			
T	2015-02-11 16:14:15.181	6.793070080	80.792580949	2115.6	5.718			
T	2015-02-11 16:14:18.181	6.793082956	80.792606757	2115.4	5.722			
T	2015-02-11 16:14:21.181	6.793098169	80.792630316	2115.0	5.725			
T	2015-02-11 16:14:24.181	6.793114172	80.792656066	2114.7	5.728			
T	2015-02-11 16:14:27.181	6.793126943	80.792683315	2114.5	5.731			
T	2015-02-11 16:14:30.181	6.793137792	80.792711573	2114.3	5.735			
T	2015-02-11 16:14:33.181	6.793150339	80.792739283	2114.2	5.738			
T	2015-02-11 16:14:36.181	6.793166238	80.792767115	2113.9	5.742			
T	2015-02-11 16:14:39.181	6.793184354	80.792795628	2113.6	5.745			
T	2015-02-11 16:14:42.181	6.793208348	80.792824176	2113.1	5.750			
T	2015-02-11 16:14:45.181	6.793230457	80.792856586	2112.7	5.754			
T	2015-02-11 16:14:48.181	6.793245780	80.792892297	2112.6	5.758			
T	2015-02-11 16:14:51.181	6.793257466	80.792927232	2112.5	5.762			
T	2015-02-11 16:14:54.181	6.793269017	80.792958050	2112.5	5.766			
T	2015-02-11 16:14:57.181	6.793281916	80.792987017	2112.4	5.769			
T	2015-02-11 16:15:00.181	6.793293813	80.793016947	2112.3	5.773			
T	2015-02-11 16:15:03.181	6.793303575	80.793045975	2112.3	5.776			
T	2015-02-11 16:15:06.181	6.793312978	80.793074562	2112.3	5.780			
T	2015-02-11 16:15:09.181	6.793323775	80.793103228	2112.3	5.783			
T	2015-02-11 16:15:12.181	6.793335664	80.793130449	2112.2	5.787			
T	2015-02-11 16:15:15.181	6.793345144	80.793158534	2112.3	5.790			
T	2015-02-11 16:15:18.181	6.793350818	80.793190407	2112.4	5.793			
T	2015-02-11 16:15:21.181	6.793356758	80.793223824	2112.6	5.797			
T	2015-02-11 16:15:24.181	6.793363560	80.793260806	2112.7	5.801			
T	2015-02-11 16:15:27.181	6.793370258	80.793298328	2112.9	5.806			
T	2015-02-11 16:15:30.181	6.793375732	80.793332582	2113.1	5.809			
T	2015-02-11 16:15:33.181	6.793380509	80.793364771	2113.1	5.813			
T	2015-02-11 16:15:36.181	6.793384430	80.793396088	2113.1	5.817			
T	2015-02-11 16:15:39.181	6.793386233	80.793425287	2113.2	5.820			
T	2015-02-11 16:15:44.181	6.793388067	80.793458543	2113.2	5.823			
T	2015-02-11 16:15:48.181	6.793403634	80.793490506	2113.0	5.827			
T	2015-02-11 16:15:51.181	6.793422095	80.793523619	2112.7	5.832			
T	2015-02-11 16:15:54.181	6.793434909	80.793561951	2112.5	5.836			
T	2015-02-11 16:15:57.181	6.793436871	80.793601087	2112.6	5.840			
T	2015-02-11 16:16:00.181	6.793431395	80.793637421	2112.8	5.845			
T	2015-02-11 16:16:03.181	6.793420791	80.793669018	2113.2	5.848			
T	2015-02-11 16:16:06.181	6.793410123	80.793697556	2113.5	5.852			
T	2015-02-11 16:16:10.181	6.793397691	80.793729293	2113.9	5.855			
T	2015-02-11 16:16:14.181	6.793385720	80.793757609	2114.3	5.859			
T	2015-02-11 16:16:18.181	6.793376261	80.793793266	2114.6	5.863			
T	2015-02-11 16:16:21.181	6.793368379	80.793824192	2114.9	5.866			
T	2015-02-11 16:16:24.181	6.793358846	80.793851866	2115.3	5.870			
T	2015-02-11 16:16:28.181	6.793346056	80.793885405	2115.7	5.874			
T	2015-02-11 16:16:32.181	6.793336736	80.793919612	2116.0	5.878			
T	2015-02-11 16:16:35.181	6.793331771	80.793948891	2116.2	5.881			
T	2015-02-11 16:16:39.181	6.793329658	80.793978402	2116.4	5.884			
T	2015-02-11 16:16:44.181	6.793326988	80.794010990	2116.6	5.888			
T	2015-02-11 16:16:49.181	6.793329268	80.794042701	2116.6	5.891			
T	2015-02-11 16:16:57.181	6.793335729	80.794073184	2116.6	5.895			
T	2015-02-11 16:17:45.181	6.793332552	80.794102332	2116.8	5.898			
T	2015-02-11 16:17:48.181	6.793316357	80.794129175	2117.2	5.902			
T	2015-02-11 16:17:51.181	6.793299760	80.794162141	2117.6	5.906			
T	2015-02-11 16:17:54.181	6.793281307	80.794195346	2117.8	5.910			
T	2015-02-11 16:17:57.181	6.793263782	80.794229061	2117.9	5.914			
T	2015-02-11 16:18:00.181	6.793251743	80.794261907	2118.0	5.918			
T	2015-02-11 16:18:03.181	6.793244567	80.794292313	2118.0	5.921			
T	2015-02-11 16:18:06.181	6.793234011	80.794319112	2118.0	5.925			
T	2015-02-11 16:18:09.181	6.793219463	80.794346390	2118.1	5.928			
T	2015-02-11 16:18:12.181	6.793207365	80.794376156	2118.2	5.932			
T	2015-02-11 16:18:15.181	6.793193950	80.794402159	2118.3	5.935			
T	2015-02-11 16:18:19.181	6.793171423	80.794425478	2118.5	5.939			
T	2015-02-11 16:18:24.181	6.793149029	80.794446386	2118.7	5.942			
T	2015-02-11 16:18:28.181	6.793138323	80.794473039	2118.7	5.945			
T	2015-02-11 16:18:32.181	6.793131857	80.794507074	2118.7	5.949			
T	2015-02-11 16:18:36.181	6.793127631	80.794541460	2118.6	5.953			
T	2015-02-11 16:18:39.181	6.793116083	80.794569915	2118.6	5.956			
T	2015-02-11 16:18:42.181	6.793101869	80.794598221	2118.6	5.960			
T	2015-02-11 16:18:45.181	6.793085856	80.794625035	2118.7	5.963			
T	2015-02-11 16:18:48.181	6.793067654	80.794649181	2118.8	5.967			
T	2015-02-11 16:18:52.181	6.793048312	80.794677128	2118.9	5.970			
T	2015-02-11 16:18:57.181	6.793036785	80.794703832	2118.9	5.974			
T	2015-02-11 16:19:03.181	6.793023586	80.794734115	2118.9	5.977			
T	2015-02-11 16:19:07.181	6.793011926	80.794763737	2118.9	5.981			
T	2015-02-11 16:19:10.181	6.793003179	80.794789565	2118.8	5.984			
T	2015-02-11 16:19:13.181	6.792993760	80.794816121	2118.8	5.987			
T	2015-02-11 16:19:16.181	6.792982882	80.794841379	2118.8	5.990			
T	2015-02-11 16:19:20.181	6.792968875	80.794872152	2118.7	5.994			
T	2015-02-11 16:19:24.181	6.792957983	80.794899384	2118.7	5.997			
T	2015-02-11 16:19:28.181	6.792949424	80.794927864	2118.6	6.000			
T	2015-02-11 16:19:32.181	6.792938239	80.794959149	2118.5	6.004			
T	2015-02-11 16:19:36.181	6.792924860	80.794985128	2118.5	6.007			
T	2015-02-11 16:19:44.181	6.792918366	80.795011619	2118.5	6.010			
T	2015-02-11 16:19:48.181	6.792907927	80.795043088	2118.7	6.014			
T	2015-02-11 16:19:51.181	6.792895482	80.795072794	2118.8	6.018			
T	2015-02-11 16:19:54.181	6.792882230	80.795103681	2119.0	6.021			
T	2015-02-11 16:19:57.181	6.792870045	80.795135679	2119.2	6.025			
T	2015-02-11 16:20:00.181	6.792856997	80.795164754	2119.4	6.029			
T	2015-02-11 16:20:03.181	6.792842033	80.795189172	2119.7	6.032			
T	2015-02-11 16:20:07.181	6.792827524	80.795217845	2119.9	6.035			
T	2015-02-11 16:20:11.181	6.792808514	80.795247025	2120.2	6.039			
T	2015-02-11 16:20:14.181	6.792793963	80.795274965	2120.4	6.043			
T	2015-02-11 16:20:17.181	6.792783199	80.795307317	2120.7	6.047			
T	2015-02-11 16:20:20.181	6.792773491	80.795342201	2120.9	6.051			
T	2015-02-11 16:20:23.181	6.792766376	80.795376279	2121.1	6.054			
T	2015-02-11 16:20:26.181	6.792760649	80.795407934	2121.2	6.058			
T	2015-02-11 16:20:29.181	6.792752807	80.795440116	2121.4	6.062			
T	2015-02-11 16:20:32.181	6.792743175	80.795471328	2121.7	6.065			
T	2015-02-11 16:20:35.181	6.792735047	80.795500749	2121.8	6.069			
T	2015-02-11 16:20:38.181	6.792729822	80.795528702	2122.0	6.072			
T	2015-02-11 16:20:41.181	6.792725989	80.795557850	2122.2	6.075			
T	2015-02-11 16:20:44.181	6.792721833	80.795588030	2122.3	6.078			
T	2015-02-11 16:20:47.181	6.792717279	80.795616687	2122.5	6.082			
T	2015-02-11 16:20:50.181	6.792713575	80.795645345	2122.6	6.085			
T	2015-02-11 16:20:53.181	6.792714356	80.795675285	2122.7	6.088			
T	2015-02-11 16:20:56.181	6.792718373	80.795707852	2122.7	6.092			
T	2015-02-11 16:20:59.181	6.792721273	80.795739165	2122.8	6.095			
T	2015-02-11 16:21:02.181	6.792722926	80.795767083	2122.8	6.098			
T	2015-02-11 16:21:06.181	6.792722979	80.795795519	2122.9	6.102			
T	2015-02-11 16:21:11.181	6.792723043	80.795826558	2123.0	6.105			
T	2015-02-11 16:21:17.181	6.792725214	80.795857976	2122.7	6.109			
T	2015-02-11 16:21:21.181	6.792716617	80.795890932	2122.6	6.112			
T	2015-02-11 16:21:24.181	6.792710543	80.795925880	2122.4	6.116			
T	2015-02-11 16:21:27.181	6.792704797	80.795964468	2122.1	6.121			
T	2015-02-11 16:21:30.181	6.792699817	80.796000259	2121.9	6.125			
T	2015-02-11 16:21:33.181	6.792697654	80.796031475	2121.7	6.128			
T	2015-02-11 16:21:36.181	6.792698322	80.796059485	2121.4	6.131			
T	2015-02-11 16:21:40.181	6.792701314	80.796092954	2121.0	6.135			
T	2015-02-11 16:21:44.181	6.792703620	80.796125224	2120.7	6.138			
T	2015-02-11 16:21:47.181	6.792703613	80.796154110	2120.4	6.142			
T	2015-02-11 16:21:50.181	6.792703245	80.796185419	2120.2	6.145			
T	2015-02-11 16:21:53.181	6.792700789	80.796214510	2119.9	6.148			
T	2015-02-11 16:21:56.181	6.792694931	80.796241603	2119.8	6.151			
T	2015-02-11 16:21:59.181	6.792685196	80.796269908	2119.7	6.155			
T	2015-02-11 16:22:02.181	6.792674756	80.796300815	2119.6	6.158			
T	2015-02-11 16:22:05.181	6.792664251	80.796331623	2119.5	6.162			
T	2015-02-11 16:22:08.181	6.792656177	80.796358304	2119.4	6.165			
T	2015-02-11 16:22:12.181	6.792648546	80.796387331	2119.2	6.168			
T	2015-02-11 16:22:16.181	6.792639435	80.796417985	2119.1	6.172			
T	2015-02-11 16:22:20.181	6.792631180	80.796449304	2119.0	6.176			
T	2015-02-11 16:22:24.181	6.792619152	80.796475546	2118.9	6.179			
T	2015-02-11 16:22:27.181	6.792607552	80.796502120	2118.8	6.182			
T	2015-02-11 16:22:30.181	6.792598823	80.796534710	2118.7	6.186			
T	2015-02-11 16:22:33.181	6.792593795	80.796568458	2118.4	6.190			
T	2015-02-11 16:22:36.181	6.792591500	80.796603236	2118.2	6.193			
T	2015-02-11 16:22:39.181	6.792591491	80.796637533	2117.8	6.197			
T	2015-02-11 16:22:42.181	6.792589016	80.796668562	2117.6	6.201			
T	2015-02-11 16:22:45.181	6.792582616	80.796697795	2117.2	6.204			
T	2015-02-11 16:22:48.181	6.792574313	80.796729089	2116.8	6.208			
T	2015-02-11 16:22:51.181	6.792568122	80.796762728	2116.4	6.211			
T	2015-02-11 16:22:54.181	6.792563785	80.796799174	2115.9	6.215			
T	2015-02-11 16:22:57.181	6.792559414	80.796835615	2115.4	6.220			
T	2015-02-11 16:23:00.181	6.792551717	80.796869609	2114.9	6.223			
T	2015-02-11 16:23:03.181	6.792544972	80.796901497	2114.5	6.227			
T	2015-02-11 16:23:06.181	6.792538587	80.796931231	2114.1	6.230			
T	2015-02-11 16:23:09.181	6.792527929	80.796962364	2113.7	6.234			
T	2015-02-11 16:23:12.181	6.792514669	80.796996556	2113.3	6.238			
T	2015-02-11 16:23:15.181	6.792503003	80.797030701	2112.8	6.242			
T	2015-02-11 16:23:18.181	6.792491102	80.797061581	2112.5	6.246			
T	2015-02-11 16:23:21.181	6.792479279	80.797090653	2112.2	6.249			
T	2015-02-11 16:23:24.181	6.792470652	80.797119712	2111.8	6.253			
T	2015-02-11 16:23:27.181	6.792462412	80.797150045	2111.4	6.256			
T	2015-02-11 16:23:30.181	6.792453845	80.797182080	2111.0	6.260			
T	2015-02-11 16:23:33.181	6.792444282	80.797213866	2110.7	6.264			
T	2015-02-11 16:23:36.181	6.792431251	80.797244734	2110.3	6.267			
T	2015-02-11 16:23:39.181	6.792419694	80.797276095	2110.0	6.271			
T	2015-02-11 16:23:42.181	6.792410114	80.797308138	2109.6	6.275			
T	2015-02-11 16:23:45.181	6.792395294	80.797341120	2109.3	6.279			
T	2015-02-11 16:23:48.181	6.792376067	80.797374965	2109.1	6.283			
T	2015-02-11 16:23:51.181	6.792352931	80.797402678	2109.0	6.287			
T	2015-02-11 16:23:54.181	6.792329199	80.797425424	2109.1	6.291			
T	2015-02-11 16:23:57.181	6.792306980	80.797449333	2109.0	6.294			
T	2015-02-11 16:24:00.181	6.792284612	80.797476430	2109.0	6.298			
T	2015-02-11 16:24:03.181	6.792260481	80.797499400	2109.0	6.302			
T	2015-02-11 16:24:06.181	6.792237067	80.797517069	2109.4	6.305			
T	2015-02-11 16:24:09.181	6.792216308	80.797534800	2109.8	6.308			
T	2015-02-11 16:24:12.181	6.792198355	80.797556249	2110.2	6.311			
T	2015-02-11 16:24:15.181	6.792181977	80.797579600	2110.5	6.315			
T	2015-02-11 16:24:19.181	6.792165640	80.797610774	2110.9	6.318			
T	2015-02-11 16:24:23.181	6.792154797	80.797641629	2111.2	6.322			
T	2015-02-11 16:24:28.181	6.792144048	80.797674004	2111.4	6.326			
T	2015-02-11 16:24:32.181	6.792129791	80.797704464	2111.8	6.330			
T	2015-02-11 16:24:35.181	6.792114396	80.797730436	2112.2	6.333			
T	2015-02-11 16:24:38.181	6.792096262	80.797756101	2112.7	6.336			
T	2015-02-11 16:24:41.181	6.792078037	80.797781963	2113.1	6.340			
T	2015-02-11 16:24:44.181	6.792062123	80.797807460	2113.6	6.343			
T	2015-02-11 16:24:47.181	6.792046091	80.797833042	2114.0	6.347			
T	2015-02-11 16:24:50.181	6.792030093	80.797859974	2114.5	6.350			
T	2015-02-11 16:24:53.181	6.792015853	80.797890705	2114.9	6.354			
T	2015-02-11 16:24:56.181	6.792002978	80.797922628	2115.4	6.358			
T	2015-02-11 16:24:59.181	6.791986657	80.797950534	2115.9	6.361			
T	2015-02-11 16:25:02.181	6.791967623	80.797973402	2116.4	6.365			
T	2015-02-11 16:25:06.181	6.791943249	80.797997483	2117.2	6.368			
T	2015-02-11 16:25:09.181	6.791922308	80.798019404	2117.8	6.372			
T	2015-02-11 16:25:12.181	6.791903052	80.798048210	2118.4	6.376			
T	2015-02-11 16:25:15.181	6.791894356	80.798079770	2118.8	6.379			
T	2015-02-11 16:25:18.181	6.791889896	80.798111301	2119.2	6.383			
T	2015-02-11 16:25:22.181	6.791878281	80.798144662	2119.7	6.387			
T	2015-02-11 16:25:25.181	6.791860731	80.798169190	2120.3	6.390			
T	2015-02-11 16:25:28.181	6.791833249	80.798198092	2121.2	6.395			
T	2015-02-11 16:25:30.181	6.791811719	80.798217423	2121.9	6.398			
T	2015-02-11 16:25:32.181	6.791790452	80.798235847	2122.7	6.401			
T	2015-02-11 16:25:35.181	6.791764434	80.798261902	2123.6	6.405			
T	2015-02-11 16:25:39.181	6.791750106	80.798291737	2124.2	6.409			
T	2015-02-11 16:25:44.181	6.791752384	80.798318997	2124.4	6.412			
T	2015-02-11 16:25:48.181	6.791758739	80.798347273	2124.3	6.415			
T	2015-02-11 16:25:51.181	6.791761254	80.798376297	2124.1	6.418			
T	2015-02-11 16:25:54.181	6.791763652	80.798408874	2123.8	6.422			
T	2015-02-11 16:25:57.181	6.791765641	80.798443197	2123.6	6.426			
T	2015-02-11 16:26:00.181	6.791762975	80.798474538	2123.6	6.429			
T	2015-02-11 16:26:03.181	6.791753791	80.798502712	2123.7	6.432			
T	2015-02-11 16:26:06.181	6.791741047	80.798532472	2123.9	6.436			
T	2015-02-11 16:26:09.181	6.791725920	80.798561384	2124.2	6.440			
T	2015-02-11 16:26:12.181	6.791708736	80.798587143	2124.6	6.443			
T	2015-02-11 16:26:15.181	6.791691918	80.798610495	2124.9	6.446			
T	2015-02-11 16:26:18.181	6.791678253	80.798635602	2125.2	6.449			
T	2015-02-11 16:26:21.181	6.791667297	80.798663915	2125.4	6.453			
T	2015-02-11 16:26:24.181	6.791658614	80.798694522	2125.4	6.456			
T	2015-02-11 16:26:27.181	6.791652152	80.798724017	2125.4	6.460			
T	2015-02-11 16:26:31.181	6.791646401	80.798755640	2125.3	6.463			
T	2015-02-11 16:26:35.181	6.791642849	80.798790711	2125.2	6.467			
T	2015-02-11 16:26:38.181	6.791640225	80.798822729	2125.2	6.471			
T	2015-02-11 16:26:41.181	6.791635601	80.798855243	2125.1	6.474			
T	2015-02-11 16:26:44.181	6.791632544	80.798884167	2125.0	6.478			
T	2015-02-11 16:26:48.181	6.791629341	80.798919186	2124.9	6.482			
T	2015-02-11 16:26:51.181	6.791622253	80.798951058	2124.9	6.485			
T	2015-02-11 16:26:54.181	6.791614265	80.798977148	2124.9	6.488			
T	2015-02-11 16:27:03.181	6.791595698	80.799004270	2125.1	6.492			
T	2015-02-11 16:27:06.181	6.791586518	80.799033209	2125.2	6.495			
