type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2015-07-14 16:07:58.749	38.808749615	15.215966495	166.6	3.417		
T	2015-07-14 16:08:03.759	38.808737435	15.215803507	166.3	3.432		
T	2015-07-14 16:08:06.759	38.808753962	15.215765801	165.7	3.435		
T	2015-07-14 16:08:09.759	38.808771082	15.215725443	165.0	3.439		
T	2015-07-14 16:08:12.759	38.808778164	15.215684082	164.7	3.443		
T	2015-07-14 16:08:16.759	38.808768198	15.215639389	164.9	3.447		
T	2015-07-14 16:08:19.759	38.808736280	15.215632873	166.0	3.451		
T	2015-07-14 16:08:22.759	38.808700518	15.215655339	167.3	3.455		
T	2015-07-14 16:08:24.759	38.808678220	15.215679392	168.1	3.458		
T	2015-07-14 16:08:27.759	38.808657647	15.215714344	168.9	3.462		
T	2015-07-14 16:08:29.759	38.808634049	15.215732854	169.8	3.465		
T	2015-07-14 16:08:32.759	38.808605411	15.215758372	170.8	3.469		
T	2015-07-14 16:08:35.759	38.808582933	15.215777897	171.6	3.472		
T	2015-07-14 16:08:39.759	38.808556790	15.215803197	172.5	3.476		
T	2015-07-14 16:08:40.764	38.808517961	15.215910946	174.2	3.486		
T	2015-07-14 16:08:45.798	38.808518827	15.215812042	173.8	3.495		
T	2015-07-14 16:08:48.798	38.808529633	15.215771785	173.4	3.499		
T	2015-07-14 16:08:51.798	38.808540719	15.215735307	173.0	3.502		
T	2015-07-14 16:08:55.798	38.808544172	15.215698190	172.8	3.505		
T	2015-07-14 16:08:56.83	38.808566484	15.215558718	171.9	3.518		
T	2015-07-14 16:08:59.83	38.808535165	15.215533429	173.1	3.522		
T	2015-07-14 16:09:02.83	38.808499451	15.215528521	174.3	3.526		
T	2015-07-14 16:09:05.83	38.808466797	15.215542535	175.5	3.530		
T	2015-07-14 16:09:08.83	38.808441328	15.215563445	176.4	3.533		
T	2015-07-14 16:09:13.796	38.808385162	15.215684409	178.4	3.545		
T	2015-07-14 16:09:16.796	38.808378098	15.215724599	178.6	3.549		
T	2015-07-14 16:09:19.796	38.808375376	15.215760621	178.7	3.552		
T	2015-07-14 16:09:22.796	38.808377802	15.215798067	178.5	3.555		
T	2015-07-14 16:09:25.796	38.808377997	15.215836006	178.5	3.559		
T	2015-07-14 16:09:28.796	38.808365407	15.215868118	179.1	3.562		
T	2015-07-14 16:09:32.782	38.808301358	15.215722335	181.7	3.576		
T	2015-07-14 16:09:36.782	38.808299983	15.215678606	181.8	3.580		
T	2015-07-14 16:09:38.782	38.808263914	15.215597082	183.6	3.588		
T	2015-07-14 16:09:41.782	38.808245225	15.215567123	184.5	3.592		
T	2015-07-14 16:09:44.782	38.808231738	15.215537106	185.2	3.595		
T	2015-07-14 16:09:47.782	38.808212342	15.215505410	186.1	3.598		
T	2015-07-14 16:09:51.782	38.808197806	15.215466830	186.9	3.602		
T	2015-07-14 16:09:55.782	38.808192547	15.215429074	187.2	3.605		
T	2015-07-14 16:10:00.782	38.808187792	15.215388757	187.4	3.609		
T	2015-07-14 16:10:04.782	38.808171436	15.215353302	188.2	3.612		
T	2015-07-14 16:10:08.782	38.808152408	15.215318876	189.2	3.616		
T	2015-07-14 16:10:09.787	38.808098364	15.215271552	191.8	3.623		
T	2015-07-14 16:10:13.787	38.808067435	15.215252537	193.2	3.627		
T	2015-07-14 16:10:14.771	38.807853346	15.215406559	203.3	3.655		
T	2015-07-14 16:10:16.771	38.807870331	15.215433995	202.4	3.658		
T	2015-07-14 16:10:19.771	38.807892710	15.215472758	201.3	3.662		
T	2015-07-14 16:10:23.771	38.807901979	15.215511267	200.9	3.665		
T	2015-07-14 16:10:26.78	38.807929903	15.215658425	199.5	3.678		
T	2015-07-14 16:10:30.78	38.807932411	15.215695745	199.3	3.682		
T	2015-07-14 16:10:32.822	38.807806490	15.215743195	205.3	3.696		
T	2015-07-14 16:10:35.822	38.807792467	15.215704498	206.0	3.700		
T	2015-07-14 16:10:38.822	38.807776050	15.215674873	206.8	3.703		
T	2015-07-14 16:10:41.822	38.807743207	15.215647409	208.4	3.708		
T	2015-07-14 16:10:44.822	38.807709071	15.215617264	210.0	3.712		
T	2015-07-14 16:10:46.822	38.807678563	15.215596982	211.5	3.716		
T	2015-07-14 16:10:48.822	38.807645982	15.215577865	213.1	3.720		
T	2015-07-14 16:10:50.822	38.807611935	15.215560765	214.7	3.724		
T	2015-07-14 16:10:53.822	38.807563242	15.215536833	217.0	3.730		
T	2015-07-14 16:10:56.822	38.807530008	15.215516054	218.6	3.734		
T	2015-07-14 16:11:02.798	38.807606273	15.215642758	214.9	3.748		
T	2015-07-14 16:11:05.798	38.807605428	15.215684195	215.0	3.752		
T	2015-07-14 16:11:08.798	38.807596832	15.215719687	215.4	3.755		
T	2015-07-14 16:11:13.79	38.807540245	15.215854480	218.0	3.768		
T	2015-07-14 16:11:16.79	38.807509887	15.215858503	219.5	3.772		
T	2015-07-14 16:11:19.79	38.807479613	15.215846977	221.0	3.775		
T	2015-07-14 16:11:24.762	38.807473986	15.215721242	221.3	3.786		
T	2015-07-14 16:11:27.756	38.807386212	15.215647488	225.8	3.798		
T	2015-07-14 16:11:31.736	38.807318987	15.215510304	229.2	3.812		
T	2015-07-14 16:11:34.736	38.807294587	15.215483072	230.5	3.816		
T	2015-07-14 16:11:38.736	38.807280663	15.215445014	231.2	3.819		
T	2015-07-14 16:11:41.736	38.807282267	15.215405894	231.1	3.823		
T	2015-07-14 16:11:44.736	38.807289462	15.215365398	230.8	3.826		
T	2015-07-14 16:11:47.736	38.807285052	15.215324548	231.0	3.830		
T	2015-07-14 16:11:50.736	38.807271654	15.215293243	231.7	3.833		
T	2015-07-14 16:11:54.736	38.807246839	15.215263360	233.0	3.837		
T	2015-07-14 16:11:56.744	38.807220683	15.215290055	234.3	3.841		
T	2015-07-14 16:11:59.744	38.807206382	15.215326275	235.0	3.844		
T	2015-07-14 16:12:02.744	38.807188457	15.215357069	235.9	3.847		
T	2015-07-14 16:12:05.744	38.807171703	15.215386334	236.8	3.851		
T	2015-07-14 16:12:09.755	38.807128048	15.215680263	238.8	3.877		
T	2015-07-14 16:12:12.755	38.807125836	15.215719388	238.9	3.880		
T	2015-07-14 16:12:16.755	38.807125694	15.215763280	238.9	3.884		
T	2015-07-14 16:12:19.755	38.807133149	15.215800857	238.5	3.887		
T	2015-07-14 16:12:22.755	38.807142833	15.215838201	238.0	3.891		
T	2015-07-14 16:12:26.755	38.807140700	15.215879455	238.0	3.894		
T	2015-07-14 16:12:28.746	38.807084314	15.215997870	240.5	3.906		
T	2015-07-14 16:12:31.746	38.807077994	15.216040178	240.7	3.910		
T	2015-07-14 16:12:34.746	38.807068847	15.216082310	241.0	3.914		
T	2015-07-14 16:12:37.746	38.807048867	15.216106230	241.9	3.917		
T	2015-07-14 16:12:41.746	38.807020949	15.216100754	243.3	3.920		
T	2015-07-14 16:12:42.75	38.806998034	15.215969427	244.9	3.932		
T	2015-07-14 16:12:46.75	38.806996312	15.215928858	245.1	3.935		
T	2015-07-14 16:12:47.748	38.806957752	15.215870037	247.2	3.942		
T	2015-07-14 16:12:50.748	38.806931426	15.215832177	248.7	3.947		
T	2015-07-14 16:12:52.748	38.806910125	15.215806849	249.8	3.950		
T	2015-07-14 16:12:55.748	38.806890084	15.215775610	250.8	3.953		
T	2015-07-14 16:12:59.748	38.806889957	15.215734385	250.8	3.957		
T	2015-07-14 16:13:02.777	38.806955587	15.215641448	247.6	3.968		
T	2015-07-14 16:13:04.777	38.806992136	15.215625744	245.8	3.972		
T	2015-07-14 16:13:07.777	38.807015664	15.215601112	244.6	3.976		
T	2015-07-14 16:13:11.777	38.807006248	15.215557212	245.1	3.979		
T	2015-07-14 16:13:14.777	38.806987604	15.215522888	246.1	3.983		
T	2015-07-14 16:13:17.777	38.806959475	15.215487756	247.5	3.988		
T	2015-07-14 16:13:19.777	38.806931938	15.215460954	248.9	3.991		
T	2015-07-14 16:13:21.777	38.806909113	15.215432326	250.1	3.995		
T	2015-07-14 16:13:23.777	38.806897057	15.215401299	250.8	3.998		
T	2015-07-14 16:13:26.777	38.806900653	15.215354245	250.6	4.002		
T	2015-07-14 16:13:29.777	38.806924755	15.215317036	249.4	4.006		
T	2015-07-14 16:13:32.777	38.806949533	15.215294474	248.2	4.010		
T	2015-07-14 16:13:35.777	38.806968525	15.215266637	247.2	4.013		
T	2015-07-14 16:13:38.777	38.806986016	15.215227325	246.3	4.017		
T	2015-07-14 16:13:41.777	38.806982332	15.215181596	246.6	4.021		
T	2015-07-14 16:13:44.777	38.806982650	15.215137187	246.6	4.025		
T	2015-07-14 16:13:47.777	38.806988259	15.215090679	246.3	4.029		
T	2015-07-14 16:13:51.777	38.806973846	15.215042921	247.1	4.033		
T	2015-07-14 16:13:55.777	38.806949934	15.215009264	248.4	4.037		
T	2015-07-14 16:13:59.777	38.806934227	15.214962957	248.6	4.042		
T	2015-07-14 16:14:03.777	38.806928160	15.214912597	248.2	4.046		
T	2015-07-14 16:14:07.777	38.806910777	15.214862761	248.3	4.051		
T	2015-07-14 16:14:11.777	38.806910741	15.214814442	247.6	4.055		
T	2015-07-14 16:14:15.798	38.806883451	15.214638747	246.3	4.071		
T	2015-07-14 16:14:18.798	38.806844316	15.214609182	247.8	4.076		
T	2015-07-14 16:14:21.798	38.806812321	15.214583822	248.9	4.080		
T	2015-07-14 16:14:25.797	38.806782266	15.214547286	249.8	4.085		
T	2015-07-14 16:14:29.797	38.806741804	15.214526434	251.4	4.089		
T	2015-07-14 16:14:33.797	38.806710648	15.214537758	253.1	4.093		
T	2015-07-14 16:14:36.795	38.806733648	15.214659009	254.0	4.104		
T	2015-07-14 16:14:39.795	38.806736172	15.214703432	254.6	4.108		
T	2015-07-14 16:14:42.795	38.806739760	15.214748761	255.1	4.112		
T	2015-07-14 16:14:45.795	38.806751584	15.214794489	255.3	4.116		
T	2015-07-14 16:14:47.795	38.806766686	15.214824022	255.0	4.119		
T	2015-07-14 16:14:50.795	38.806794926	15.214859815	254.2	4.123		
T	2015-07-14 16:14:53.795	38.806826935	15.214885854	252.9	4.128		
T	2015-07-14 16:14:56.795	38.806856294	15.214913036	251.9	4.132		
T	2015-07-14 16:14:59.795	38.806876153	15.214945490	251.4	4.135		
T	2015-07-14 16:15:02.795	38.806888559	15.214983222	251.3	4.139		
T	2015-07-14 16:15:06.795	38.806877444	15.215022738	252.1	4.143		
T	2015-07-14 16:15:09.784	38.806757612	15.215111380	258.2	4.158		
T	2015-07-14 16:15:12.784	38.806731412	15.215139964	259.5	4.162		
T	2015-07-14 16:15:15.784	38.806716298	15.215175130	260.2	4.165		
T	2015-07-14 16:15:20.812	38.806658758	15.215282783	263.0	4.177		
T	2015-07-14 16:15:23.812	38.806639509	15.215315788	263.9	4.180		
T	2015-07-14 16:15:27.812	38.806630907	15.215349753	264.3	4.183		
T	2015-07-14 16:15:29.828	38.806573855	15.215306069	267.0	4.191		
T	2015-07-14 16:15:32.828	38.806545728	15.215282689	268.4	4.195		
T	2015-07-14 16:15:35.828	38.806518725	15.215293676	269.6	4.198		
T	2015-07-14 16:15:38.828	38.806497492	15.215320879	270.6	4.201		
T	2015-07-14 16:15:41.828	38.806475712	15.215354121	271.6	4.205		
T	2015-07-14 16:15:43.828	38.806457118	15.215380072	272.4	4.208		
T	2015-07-14 16:15:45.828	38.806436682	15.215406008	273.3	4.211		
T	2015-07-14 16:15:47.828	38.806418914	15.215434691	274.1	4.214		
T	2015-07-14 16:15:49.828	38.806406125	15.215468165	274.6	4.218		
T	2015-07-14 16:15:51.828	38.806397613	15.215504798	274.9	4.221		
T	2015-07-14 16:15:54.828	38.806404411	15.215554592	274.5	4.225		
T	2015-07-14 16:15:57.828	38.806419099	15.215598541	273.7	4.229		
T	2015-07-14 16:16:00.828	38.806417800	15.215635331	273.7	4.233		
T	2015-07-14 16:16:04.828	38.806404258	15.215674261	274.3	4.236		
T	2015-07-14 16:16:06.826	38.806365791	15.215828781	275.7	4.251		
T	2015-07-14 16:16:10.787	38.806332347	15.215980912	276.8	4.264		
T	2015-07-14 16:16:13.787	38.806326771	15.216023266	276.9	4.268		
T	2015-07-14 16:16:16.787	38.806325883	15.216060591	276.8	4.271		
T	2015-07-14 16:16:20.782	38.806318878	15.215944879	277.5	4.281		
T	2015-07-14 16:16:23.782	38.806318718	15.215905600	277.6	4.285		
T	2015-07-14 16:16:26.782	38.806301476	15.215867889	278.6	4.289		
T	2015-07-14 16:16:29.782	38.806281382	15.215835977	279.6	4.292		
T	2015-07-14 16:16:32.782	38.806270381	15.215802476	280.1	4.295		
T	2015-07-14 16:16:36.773	38.806272314	15.215676359	280.4	4.306		
T	2015-07-14 16:16:39.773	38.806269719	15.215633982	280.6	4.310		
T	2015-07-14 16:16:42.773	38.806252986	15.215592439	281.4	4.314		
T	2015-07-14 16:16:45.773	38.806232013	15.215551414	282.5	4.318		
T	2015-07-14 16:16:48.773	38.806227181	15.215505572	282.9	4.322		
T	2015-07-14 16:16:51.773	38.806225511	15.215466199	283.0	4.326		
T	2015-07-14 16:16:55.773	38.806230737	15.215418763	282.9	4.330		
T	2015-07-14 16:16:58.773	38.806245719	15.215378091	282.3	4.334		
T	2015-07-14 16:17:01.773	38.806262801	15.215334241	281.6	4.338		
T	2015-07-14 16:17:04.773	38.806262632	15.215288300	281.7	4.342		
T	2015-07-14 16:17:08.773	38.806264231	15.215243586	281.7	4.346		
T	2015-07-14 16:17:12.773	38.806278252	15.215201060	281.2	4.350		
T	2015-07-14 16:17:13.753	38.806246518	15.215058696	283.0	4.363		
T	2015-07-14 16:17:17.753	38.806243173	15.215013934	283.3	4.367		
T	2015-07-14 16:17:21.698	38.806178669	15.215037211	286.3	4.374		
T	2015-07-14 16:17:24.698	38.806173028	15.215078866	286.5	4.378		
T	2015-07-14 16:17:27.698	38.806174344	15.215122205	286.3	4.382		
T	2015-07-14 16:17:30.698	38.806173307	15.215171784	286.2	4.386		
T	2015-07-14 16:17:33.698	38.806165885	15.215214099	286.5	4.390		
T	2015-07-14 16:17:36.698	38.806163067	15.215255027	286.5	4.394		
T	2015-07-14 16:17:40.698	38.806164761	15.215297819	286.3	4.397		
T	2015-07-14 16:17:43.714	38.806115636	15.215482358	288.1	4.414		
T	2015-07-14 16:17:46.714	38.806107832	15.215523067	288.4	4.418		
T	2015-07-14 16:17:49.714	38.806096358	15.215559573	288.8	4.421		
T	2015-07-14 16:17:52.714	38.806083723	15.215591966	289.3	4.424		
T	2015-07-14 16:17:56.714	38.806068458	15.215628346	289.9	4.428		
T	2015-07-14 16:17:58.668	38.806002166	15.215772347	292.5	4.443		
T	2015-07-14 16:18:01.657	38.805959676	15.215866181	294.1	4.452		
T	2015-07-14 16:18:04.657	38.805953885	15.215906786	294.3	4.456		
T	2015-07-14 16:18:07.657	38.805946535	15.215940668	294.6	4.459		
T	2015-07-14 16:18:11.671	38.805816646	15.215869112	300.6	4.475		
T	2015-07-14 16:18:14.671	38.805795720	15.215825688	301.6	4.479		
T	2015-07-14 16:18:18.671	38.805799653	15.215770338	301.6	4.484		
T	2015-07-14 16:18:22.671	38.805808457	15.215721877	301.4	4.488		
T	2015-07-14 16:18:25.671	38.805817772	15.215681348	301.2	4.492		
T	2015-07-14 16:18:29.671	38.805823011	15.215629730	301.1	4.496		
T	2015-07-14 16:18:33.671	38.805824144	15.215582853	301.3	4.500		
T	2015-07-14 16:18:37.671	38.805821100	15.215538105	301.6	4.504		
T	2015-07-14 16:18:39.636	38.805807419	15.215495514	302.2	4.508		
T	2015-07-14 16:18:42.636	38.805787974	15.215461131	303.1	4.512		
T	2015-07-14 16:18:46.636	38.805775913	15.215414772	303.8	4.516		
T	2015-07-14 16:18:51.645	38.805743838	15.215286539	305.5	4.528		
T	2015-07-14 16:18:54.645	38.805725877	15.215249463	306.3	4.532		
T	2015-07-14 16:18:57.645	38.805714619	15.215208330	306.9	4.536		
T	2015-07-14 16:19:00.645	38.805720980	15.215161350	306.8	4.540		
T	2015-07-14 16:19:03.645	38.805723438	15.215118338	306.8	4.544		
T	2015-07-14 16:19:07.645	38.805734780	15.215070757	306.6	4.548		
T	2015-07-14 16:19:12.645	38.805753347	15.214903641	304.8	4.563		
T	2015-07-14 16:19:15.645	38.805733345	15.214854085	304.9	4.567		
T	2015-07-14 16:19:18.645	38.805713331	15.214810233	305.1	4.572		
T	2015-07-14 16:19:22.645	38.805698791	15.214750058	304.9	4.577		
T	2015-07-14 16:19:25.645	38.805702026	15.214702128	304.1	4.582		
T	2015-07-14 16:19:29.645	38.805711878	15.214655244	303.1	4.586		
T	2015-07-14 16:19:33.669	38.805628159	15.214437911	303.5	4.607		
T	2015-07-14 16:19:36.669	38.805605346	15.214404196	303.9	4.611		
T	2015-07-14 16:19:40.669	38.805594698	15.214359818	303.7	4.615		
T	2015-07-14 16:19:44.642	38.805510769	15.214090275	300.4	4.640		
T	2015-07-14 16:19:47.642	38.805497141	15.214050219	298.8	4.644		
T	2015-07-14 16:19:50.642	38.805476784	15.214013283	297.7	4.648		
T	2015-07-14 16:19:53.642	38.805446797	15.213985249	297.5	4.652		
T	2015-07-14 16:19:56.642	38.805414849	15.213960019	297.5	4.656		
T	2015-07-14 16:20:00.642	38.805390223	15.213929827	297.1	4.660		
T	2015-07-14 16:20:03.65	38.805278051	15.214212217	313.9	4.688		
T	2015-07-14 16:20:05.65	38.805263879	15.214249271	315.0	4.691		
T	2015-07-14 16:20:08.65	38.805249263	15.214285361	316.0	4.695		
T	2015-07-14 16:20:13.669	38.805140904	15.214304953	320.4	4.707		
T	2015-07-14 16:20:16.669	38.805118374	15.214275366	320.9	4.711		
T	2015-07-14 16:20:19.669	38.805108708	15.214241497	320.8	4.714		
T	2015-07-14 16:20:22.669	38.805093811	15.214211956	321.0	4.717		
T	2015-07-14 16:20:26.669	38.805085489	15.214168915	320.8	4.721		
T	2015-07-14 16:20:29.669	38.805060890	15.214128369	320.0	4.725		
T	2015-07-14 16:20:31.669	38.805034651	15.214101712	319.8	4.729		
T	2015-07-14 16:20:33.669	38.805014102	15.214075643	319.5	4.732		
T	2015-07-14 16:20:36.669	38.805005402	15.214037159	318.2	4.736		
T	2015-07-14 16:20:40.669	38.804985729	15.214003522	317.7	4.739		
T	2015-07-14 16:20:42.67	38.804964527	15.213791823	309.7	4.758		
T	2015-07-14 16:20:44.67	38.804994807	15.213794906	308.2	4.761		
T	2015-07-14 16:20:49.67	38.805018070	15.213821453	308.3	4.765		
T	2015-07-14 16:20:51.68	38.804986525	15.213993879	317.2	4.780		
T	2015-07-14 16:20:54.68	38.804967774	15.214020740	319.4	4.783		
T	2015-07-14 16:20:57.68	38.804965500	15.214058839	321.1	4.787		
T	2015-07-14 16:21:00.659	38.804900778	15.213973409	320.8	4.797		
T	2015-07-14 16:21:03.659	38.804871959	15.213939904	320.9	4.801		
T	2015-07-14 16:21:07.659	38.804840275	15.213943537	322.6	4.805		
T	2015-07-14 16:21:10.674	38.804864558	15.214027119	325.0	4.813		
T	2015-07-14 16:21:12.663	38.804860757	15.214074741	327.2	4.817		
T	2015-07-14 16:21:17.663	38.804832779	15.214078200	328.8	4.820		
T	2015-07-14 16:21:19.663	38.804808727	15.214048573	328.8	4.824		
T	2015-07-14 16:21:21.663	38.804780634	15.214021800	329.1	4.828		
T	2015-07-14 16:21:24.663	38.804755318	15.214002907	329.6	4.831		
T	2015-07-14 16:21:29.645	38.804631693	15.214292124	344.7	4.860		
T	2015-07-14 16:21:32.673	38.804631579	15.214362944	345.6	4.866		
T	2015-07-14 16:21:35.673	38.804632092	15.214397819	346.0	4.869		
T	2015-07-14 16:21:39.704	38.804322728	15.214474364	363.0	4.904		
T	2015-07-14 16:21:42.704	38.804287007	15.214459577	364.7	4.908		
T	2015-07-14 16:21:45.704	38.804253097	15.214475295	366.6	4.912		
T	2015-07-14 16:21:48.704	38.804262573	15.214511305	366.6	4.915		
T	2015-07-14 16:21:53.704	38.804263410	15.214553699	367.1	4.919		
T	2015-07-14 16:21:54.692	38.804166032	15.214444666	370.7	4.934		
T	2015-07-14 16:21:58.692	38.804128353	15.214452981	371.5	4.938		
T	2015-07-14 16:22:00.719	38.804007635	15.214561640	376.3	4.954		
T	2015-07-14 16:22:03.719	38.803961807	15.214528303	376.6	4.960		
T	2015-07-14 16:22:06.719	38.803926659	15.214498572	376.7	4.965		
T	2015-07-14 16:22:12.68	38.803950465	15.214540083	377.2	4.969		
T	2015-07-14 16:22:15.68	38.803969542	15.214579360	377.7	4.973		
T	2015-07-14 16:22:20.646	38.803896634	15.214600404	380.3	4.982		
T	2015-07-14 16:22:23.646	38.803869047	15.214564782	380.0	4.986		
T	2015-07-14 16:22:26.646	38.803848262	15.214541839	379.8	4.989		
T	2015-07-14 16:22:30.646	38.803821669	15.214535399	380.2	4.992		
T	2015-07-14 16:22:31.664	38.803760502	15.214567968	382.9	5.000		
T	2015-07-14 16:22:35.664	38.803740056	15.214604703	384.8	5.004		
T	2015-07-14 16:22:39.666	38.803600392	15.214534494	385.5	5.020		
T	2015-07-14 16:22:43.666	38.803582353	15.214501448	384.4	5.024		
T	2015-07-14 16:22:45.631	38.803478659	15.214453211	384.1	5.036		
T	2015-07-14 16:22:50.612	38.803567248	15.214455831	382.5	5.046		
T	2015-07-14 16:22:52.612	38.803607419	15.214465298	382.1	5.051		
T	2015-07-14 16:22:54.612	38.803635359	15.214478280	382.2	5.054		
T	2015-07-14 16:22:57.612	38.803668792	15.214491994	382.1	5.058		
T	2015-07-14 16:23:02.626	38.803595377	15.214456720	382.0	5.067		
T	2015-07-14 16:23:05.626	38.803568204	15.214427353	381.1	5.071		
T	2015-07-14 16:23:08.626	38.803533338	15.214409163	380.8	5.075		
T	2015-07-14 16:23:11.626	38.803496942	15.214400085	380.9	5.079		
T	2015-07-14 16:23:14.626	38.803454073	15.214404275	381.8	5.084		
T	2015-07-14 16:23:17.626	38.803434737	15.214463352	385.5	5.089		
T	2015-07-14 16:23:20.626	38.803412899	15.214508209	388.5	5.094		
T	2015-07-14 16:23:27.624	38.803302382	15.214617147	397.4	5.110		
T	2015-07-14 16:23:30.624	38.803257178	15.214590938	396.3	5.115		
T	2015-07-14 16:23:33.624	38.803213793	15.214572653	395.5	5.120		
T	2015-07-14 16:23:40.614	38.803269801	15.214641328	399.3	5.129		
T	2015-07-14 16:23:43.614	38.803300012	15.214652484	399.7	5.132		
T	2015-07-14 16:23:46.633	38.803249066	15.214587167	396.1	5.140		
T	2015-07-14 16:23:48.633	38.803207999	15.214578717	396.0	5.145		
T	2015-07-14 16:23:50.633	38.803166058	15.214572092	396.0	5.150		
T	2015-07-14 16:23:53.633	38.803127306	15.214555071	395.3	5.154		
T	2015-07-14 16:23:59.618	38.803063388	15.214582032	397.7	5.162		
T	2015-07-14 16:24:01.618	38.803026460	15.214584175	398.2	5.166		
T	2015-07-14 16:24:03.618	38.802977709	15.214582278	398.6	5.171		
T	2015-07-14 16:24:05.618	38.802939988	15.214571910	398.2	5.176		
T	2015-07-14 16:24:08.618	38.802897335	15.214544640	396.9	5.181		
T	2015-07-14 16:24:11.618	38.802872872	15.214510313	394.8	5.185		
T	2015-07-14 16:24:17.604	38.802931568	15.214447105	390.1	5.194		
T	2015-07-14 16:24:25.632	38.802972818	15.214448910	389.8	5.198		
T	2015-07-14 16:24:27.632	38.802917447	15.214409365	387.7	5.205		
T	2015-07-14 16:24:29.632	38.802864719	15.214371701	385.6	5.212		
T	2015-07-14 16:24:31.632	38.802817313	15.214337858	383.7	5.218		
T	2015-07-14 16:24:34.632	38.802758475	15.214296123	381.3	5.226		
T	2015-07-14 16:24:38.632	38.802700893	15.214253790	378.8	5.233		
T	2015-07-14 16:24:43.632	38.802638507	15.214207335	376.0	5.241		
T	2015-07-14 16:24:52.626	38.802904602	15.214203692	374.0	5.271		
T	2015-07-14 16:24:53.626	38.802934744	15.214214416	374.6	5.274		
T	2015-07-14 16:24:54.626	38.802966113	15.214225450	375.1	5.278		
T	2015-07-14 16:24:55.626	38.802997326	15.214236577	375.6	5.282		
T	2015-07-14 16:24:57.626	38.803049261	15.214257014	376.6	5.288		
T	2015-07-14 16:24:59.626	38.803088527	15.214274560	377.5	5.292		
T	2015-07-14 16:25:01.626	38.803122321	15.214291547	378.3	5.296		
T	2015-07-14 16:25:03.626	38.803155627	15.214309627	379.2	5.300		
T	2015-07-14 16:25:05.626	38.803185597	15.214326008	380.1	5.304		
T	2015-07-14 16:25:07.626	38.803220890	15.214343697	380.9	5.308		
T	2015-07-14 16:25:10.626	38.803256840	15.214357210	381.5	5.313		
T	2015-07-14 16:25:15.607	38.803187540	15.214434449	387.0	5.323		
T	2015-07-14 16:25:19.879	38.803189398	15.214574065	395.9	5.335		
T	2015-07-14 16:25:25.864	38.803525307	15.214643350	392.9	5.373		
T	2015-07-14 16:25:28.861	38.803693208	15.214653192	388.2	5.392		
T	2015-07-14 16:25:31.861	38.803714490	15.214627907	386.5	5.395		
T	2015-07-14 16:25:35.861	38.803730622	15.214591845	384.6	5.399		
T	2015-07-14 16:25:37.88	38.803814887	15.214505730	379.4	5.411		
T	2015-07-14 16:25:40.88	38.803833916	15.214536084	379.9	5.414		
T	2015-07-14 16:25:45.886	38.803932430	15.214604951	379.4	5.427		
T	2015-07-14 16:25:48.886	38.803910021	15.214648036	381.3	5.431		
T	2015-07-14 16:25:51.886	38.803887830	15.214686842	383.1	5.435		
T	2015-07-14 16:25:54.886	38.803873375	15.214717119	384.5	5.438		
T	2015-07-14 16:25:58.899	38.803971096	15.214769805	382.4	5.450		
T	2015-07-14 16:25:59.921	38.804415249	15.214665227	360.8	5.501		
T	2015-07-14 16:26:03.921	38.804435673	15.214697308	360.1	5.504		
T	2015-07-14 16:26:05.921	38.804498291	15.214635984	356.1	5.513		
T	2015-07-14 16:26:08.916	38.804722475	15.214576202	343.7	5.539		
T	2015-07-14 16:26:11.916	38.804750927	15.214574941	342.2	5.542		
T	2015-07-14 16:26:15.916	38.804773207	15.214555344	340.8	5.545		
T	2015-07-14 16:26:16.892	38.804928411	15.214225582	328.5	5.578		
T	2015-07-14 16:26:17.923	38.804976600	15.214142634	324.2	5.587		
T	2015-07-14 16:26:20.937	38.805255308	15.213913795	302.1	5.624		
T	2015-07-14 16:26:23.937	38.805279345	15.213945701	302.6	5.628		
T	2015-07-14 16:26:26.937	38.805303798	15.213973415	302.9	5.632		
T	2015-07-14 16:26:29.937	38.805321811	15.214000706	303.5	5.635		
T	2015-07-14 16:26:33.937	38.805341902	15.214035363	304.4	5.639		
T	2015-07-14 16:26:34.9	38.805340335	15.214191570	311.3	5.652		
T	2015-07-14 16:26:37.9	38.805336959	15.214231043	311.9	5.656		
T	2015-07-14 16:26:40.9	38.805333080	15.214269280	312.6	5.659		
T	2015-07-14 16:26:43.9	38.805333423	15.214305997	313.0	5.662		
T	2015-07-14 16:26:46.9	38.805337480	15.214341026	313.3	5.665		
T	2015-07-14 16:26:50.887	38.805440128	15.214262969	308.4	5.679		
T	2015-07-14 16:26:53.887	38.805454257	15.214220953	307.3	5.683		
T	2015-07-14 16:26:56.887	38.805467428	15.214182460	306.3	5.686		
T	2015-07-14 16:26:59.887	38.805479472	15.214148451	304.6	5.690		
T	2015-07-14 16:27:02.887	38.805490189	15.214116728	302.6	5.693		
T	2015-07-14 16:27:06.887	38.805502559	15.214074010	299.8	5.697		
T	2015-07-14 16:27:08.898	38.805605580	15.213915968	287.1	5.715		
T	2015-07-14 16:27:11.898	38.805621701	15.213951715	288.3	5.718		
T	2015-07-14 16:27:14.898	38.805629657	15.213985410	289.9	5.721		
T	2015-07-14 16:27:17.892	38.805824407	15.214627835	298.4	5.781		
T	2015-07-14 16:27:20.892	38.805836441	15.214661327	298.4	5.785		
