type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2015-07-14 17:14:22.751	38.804275405	15.235514211	43.6	10.042		
T	2015-07-14 17:14:25.751	38.804249679	15.235533215	43.6	10.046		
T	2015-07-14 17:14:29.751	38.804229772	15.235569701	43.4	10.050		
T	2015-07-14 17:14:32.751	38.804213748	15.235607552	43.1	10.053		
T	2015-07-14 17:14:35.751	38.804196408	15.235643981	42.8	10.057		
T	2015-07-14 17:14:37.751	38.804180328	15.235671827	42.6	10.060		
T	2015-07-14 17:14:40.751	38.804160301	15.235713399	42.4	10.064		
T	2015-07-14 17:14:43.751	38.804140827	15.235750505	42.5	10.068		
T	2015-07-14 17:14:46.751	38.804129039	15.235785490	42.3	10.072		
T	2015-07-14 17:14:49.751	38.804096154	15.235813852	42.7	10.076		
T	2015-07-14 17:14:51.751	38.804073151	15.235835572	43.0	10.079		
T	2015-07-14 17:14:53.751	38.804048391	15.235857457	43.4	10.083		
T	2015-07-14 17:14:55.751	38.804026526	15.235878638	43.8	10.086		
T	2015-07-14 17:14:57.751	38.804006426	15.235904309	44.1	10.089		
T	2015-07-14 17:14:59.751	38.803989566	15.235937248	44.2	10.092		
T	2015-07-14 17:15:01.751	38.803976125	15.235968398	44.3	10.095		
T	2015-07-14 17:15:04.751	38.803957534	15.236009568	44.5	10.099		
T	2015-07-14 17:15:07.751	38.803939109	15.236049788	44.6	10.104		
T	2015-07-14 17:15:10.751	38.803910743	15.236083346	45.0	10.108		
T	2015-07-14 17:15:13.751	38.803880691	15.236110916	45.4	10.112		
T	2015-07-14 17:15:15.751	38.803858594	15.236138145	45.6	10.115		
T	2015-07-14 17:15:18.751	38.803832244	15.236168552	46.0	10.119		
T	2015-07-14 17:15:22.751	38.803803618	15.236193321	46.4	10.123		
T	2015-07-14 17:15:26.735	38.803755379	15.236222354	47.1	10.129		
T	2015-07-14 17:15:29.735	38.803725950	15.236243728	47.5	10.133		
T	2015-07-14 17:15:32.735	38.803690178	15.236255391	48.1	10.137		
T	2015-07-14 17:15:35.735	38.803659858	15.236266617	48.6	10.141		
T	2015-07-14 17:15:38.735	38.803634815	15.236288629	48.9	10.144		
T	2015-07-14 17:15:41.735	38.803603018	15.236313790	49.3	10.148		
T	2015-07-14 17:15:43.735	38.803577833	15.236335647	49.6	10.152		
T	2015-07-14 17:15:46.735	38.803552279	15.236368003	49.8	10.156		
T	2015-07-14 17:15:49.735	38.803540857	15.236406405	49.7	10.159		
T	2015-07-14 17:15:52.735	38.803538791	15.236455946	49.3	10.163		
T	2015-07-14 17:15:54.735	38.803534486	15.236495072	49.1	10.167		
T	2015-07-14 17:15:56.735	38.803513194	15.236525243	49.2	10.170		
T	2015-07-14 17:15:58.735	38.803486257	15.236551918	49.4	10.174		
T	2015-07-14 17:16:00.735	38.803458145	15.236573266	49.7	10.178		
T	2015-07-14 17:16:02.735	38.803429761	15.236587816	50.1	10.181		
T	2015-07-14 17:16:04.735	38.803399809	15.236606243	50.4	10.185		
T	2015-07-14 17:16:06.735	38.803371573	15.236625501	50.7	10.189		
T	2015-07-14 17:16:09.735	38.803341245	15.236645224	51.1	10.192		
T	2015-07-14 17:16:12.735	38.803308356	15.236666191	51.0	10.197		
T	2015-07-14 17:16:15.735	38.803277284	15.236689591	50.8	10.201		
T	2015-07-14 17:16:18.735	38.803256354	15.236713807	50.6	10.204		
T	2015-07-14 17:16:22.735	38.803230797	15.236739263	50.5	10.207		
T	2015-07-14 17:16:24.71	38.803151380	15.236786106	50.0	10.217		
T	2015-07-14 17:16:27.71	38.803119774	15.236810684	49.7	10.221		
T	2015-07-14 17:16:29.71	38.803095367	15.236826703	49.6	10.224		
T	2015-07-14 17:16:31.71	38.803073676	15.236850071	49.3	10.227		
T	2015-07-14 17:16:33.71	38.803049447	15.236875436	49.1	10.231		
T	2015-07-14 17:16:35.71	38.803026841	15.236897808	48.8	10.234		
T	2015-07-14 17:16:38.71	38.803007250	15.236931108	48.5	10.238		
T	2015-07-14 17:16:41.71	38.802987913	15.236968751	48.1	10.242		
T	2015-07-14 17:16:44.71	38.802967847	15.237006270	47.7	10.246		
T	2015-07-14 17:16:47.71	38.802943954	15.237034611	47.3	10.249		
T	2015-07-14 17:16:50.71	38.802918185	15.237073192	46.9	10.254		
T	2015-07-14 17:16:53.71	38.802901242	15.237113068	46.4	10.258		
T	2015-07-14 17:16:56.71	38.802888384	15.237147024	46.0	10.261		
T	2015-07-14 17:16:59.71	38.802888009	15.237181633	45.7	10.264		
T	2015-07-14 17:17:02.71	38.802892305	15.237218486	45.4	10.267		
T	2015-07-14 17:17:04.71	38.802901009	15.237251414	45.1	10.270		
T	2015-07-14 17:17:06.71	38.802924586	15.237293788	44.9	10.275		
T	2015-07-14 17:17:08.71	38.802947841	15.237328887	44.8	10.279		
T	2015-07-14 17:17:10.71	38.802965309	15.237363143	44.6	10.282		
T	2015-07-14 17:17:12.71	38.802978878	15.237396999	44.5	10.286		
T	2015-07-14 17:17:15.71	38.802993184	15.237441402	44.2	10.290		
T	2015-07-14 17:17:18.71	38.803001776	15.237489140	43.9	10.294		
T	2015-07-14 17:17:21.71	38.803005514	15.237530903	43.5	10.298		
T	2015-07-14 17:17:24.71	38.803006749	15.237569107	43.1	10.301		
T	2015-07-14 17:17:27.71	38.803005931	15.237608250	42.6	10.304		
T	2015-07-14 17:17:30.71	38.802997414	15.237646199	42.1	10.308		
T	2015-07-14 17:17:33.71	38.802993110	15.237685118	41.6	10.311		
T	2015-07-14 17:17:38.716	38.803034426	15.237826741	40.5	10.325		
T	2015-07-14 17:17:42.716	38.803044283	15.237868411	40.1	10.328		
T	2015-07-14 17:17:44.716	38.803054881	15.237903840	39.8	10.332		
T	2015-07-14 17:17:47.716	38.803059216	15.237950116	39.3	10.336		
T	2015-07-14 17:17:50.716	38.803040745	15.237987765	38.7	10.340		
T	2015-07-14 17:17:53.716	38.803014471	15.238018780	38.1	10.344		
T	2015-07-14 17:17:56.716	38.802983140	15.238040747	37.5	10.348		
T	2015-07-14 17:17:59.716	38.802957383	15.238067752	37.0	10.351		
T	2015-07-14 17:18:02.716	38.802937978	15.238105243	36.3	10.355		
T	2015-07-14 17:18:05.716	38.802926098	15.238147428	35.7	10.359		
T	2015-07-14 17:18:08.716	38.802924575	15.238189426	35.2	10.363		
T	2015-07-14 17:18:11.716	38.802932222	15.238226743	34.9	10.366		
T	2015-07-14 17:18:16.676	38.802918829	15.238078067	36.4	10.379		
T	2015-07-14 17:18:19.676	38.802888672	15.238067247	36.2	10.383		
T	2015-07-14 17:18:22.676	38.802856373	15.238045460	36.2	10.387		
T	2015-07-14 17:18:25.676	38.802846492	15.238006150	36.5	10.390		
T	2015-07-14 17:18:30.676	38.802845308	15.237959169	37.0	10.394		
T	2015-07-14 17:18:32.665	38.802755222	15.237979830	35.9	10.405		
T	2015-07-14 17:18:34.665	38.802722483	15.237992119	35.4	10.408		
T	2015-07-14 17:18:37.665	38.802677585	15.238008333	34.7	10.414		
T	2015-07-14 17:18:40.665	38.802641224	15.238022708	34.2	10.418		
T	2015-07-14 17:18:43.665	38.802608295	15.238039932	33.6	10.422		
T	2015-07-14 17:18:46.665	38.802575368	15.238045740	33.2	10.426		
T	2015-07-14 17:18:49.665	38.802531132	15.238047724	32.8	10.431		
T	2015-07-14 17:18:52.665	38.802501548	15.238039487	32.5	10.434		
T	2015-07-14 17:18:55.665	38.802471311	15.238031789	32.5	10.437		
T	2015-07-14 17:18:58.665	38.802437322	15.238050741	32.0	10.441		
T	2015-07-14 17:19:00.665	38.802403975	15.238069715	31.6	10.446		
T	2015-07-14 17:19:02.665	38.802378066	15.238084167	31.3	10.449		
T	2015-07-14 17:19:05.665	38.802354001	15.238103043	31.0	10.452		
T	2015-07-14 17:19:09.665	38.802330282	15.238122010	30.6	10.455		
T	2015-07-14 17:19:10.677	38.802244756	15.238138644	30.0	10.465		
T	2015-07-14 17:19:13.677	38.802209351	15.238140069	29.8	10.469		
T	2015-07-14 17:19:16.677	38.802173352	15.238122088	29.8	10.473		
T	2015-07-14 17:19:18.677	38.802140514	15.238092000	29.9	10.477		
T	2015-07-14 17:19:20.677	38.802102107	15.238054356	30.1	10.483		
T	2015-07-14 17:19:21.677	38.802080481	15.238033028	30.2	10.486		
T	2015-07-14 17:19:23.677	38.802036638	15.238001970	30.3	10.491		
T	2015-07-14 17:19:25.677	38.802008063	15.237996659	30.2	10.495		
T	2015-07-14 17:19:28.677	38.801987750	15.238024323	29.8	10.498		
T	2015-07-14 17:19:31.677	38.801966000	15.238050015	29.4	10.501		
T	2015-07-14 17:19:34.677	38.801948253	15.238088869	28.9	10.505		
T	2015-07-14 17:19:37.677	38.801936085	15.238132356	28.4	10.509		
T	2015-07-14 17:19:40.677	38.801902763	15.238151283	28.0	10.513		
T	2015-07-14 17:19:43.677	38.801865368	15.238153374	27.8	10.518		
T	2015-07-14 17:19:46.677	38.801830986	15.238147286	27.7	10.521		
T	2015-07-14 17:19:49.677	38.801798718	15.238142040	27.5	10.525		
T	2015-07-14 17:19:52.677	38.801772404	15.238130539	27.5	10.528		
T	2015-07-14 17:19:55.677	38.801742804	15.238125275	27.4	10.531		
T	2015-07-14 17:19:58.677	38.801713383	15.238131727	27.2	10.535		
T	2015-07-14 17:20:01.677	38.801686588	15.238144407	26.9	10.538		
T	2015-07-14 17:20:05.731	38.801596053	15.238177634	26.1	10.549		
T	2015-07-14 17:20:08.731	38.801564698	15.238196758	25.8	10.552		
T	2015-07-14 17:20:10.731	38.801538534	15.238210206	25.5	10.556		
T	2015-07-14 17:20:12.731	38.801505065	15.238222083	25.2	10.559		
T	2015-07-14 17:20:15.731	38.801476163	15.238235390	24.9	10.563		
T	2015-07-14 17:20:20.724	38.801348535	15.238218155	24.4	10.577		
T	2015-07-14 17:20:22.724	38.801310790	15.238208166	24.3	10.582		
T	2015-07-14 17:20:24.724	38.801277931	15.238198182	24.2	10.585		
T	2015-07-14 17:20:27.724	38.801241212	15.238189220	24.1	10.589		
T	2015-07-14 17:20:30.724	38.801214608	15.238179607	24.1	10.593		
T	2015-07-14 17:20:33.724	38.801186278	15.238169152	24.0	10.596		
T	2015-07-14 17:20:37.724	38.801150819	15.238174543	23.8	10.600		
T	2015-07-14 17:20:40.724	38.801123523	15.238191891	23.4	10.603		
T	2015-07-14 17:20:43.724	38.801097831	15.238218849	23.0	10.607		
T	2015-07-14 17:20:46.724	38.801076244	15.238253245	22.4	10.611		
T	2015-07-14 17:20:49.724	38.801053953	15.238287822	21.9	10.615		
T	2015-07-14 17:20:52.724	38.801027398	15.238322659	21.3	10.619		
T	2015-07-14 17:20:54.724	38.801002223	15.238342716	20.9	10.622		
T	2015-07-14 17:20:56.724	38.800964782	15.238369206	20.5	10.627		
T	2015-07-14 17:20:58.724	38.800922169	15.238397276	20.1	10.632		
T	2015-07-14 17:21:00.724	38.800877575	15.238414813	19.7	10.638		
T	2015-07-14 17:21:02.724	38.800838092	15.238425475	19.4	10.642		
T	2015-07-14 17:21:04.724	38.800806203	15.238434196	19.2	10.646		
T	2015-07-14 17:21:07.724	38.800770153	15.238441788	19.0	10.650		
T	2015-07-14 17:21:11.724	38.800737662	15.238458947	18.8	10.654		
T	2015-07-14 17:21:15.696	38.800643916	15.238549475	17.8	10.667		
T	2015-07-14 17:21:19.696	38.800609766	15.238553672	17.6	10.671		
T	2015-07-14 17:21:23.693	38.800521420	15.238554578	17.3	10.681		
T	2015-07-14 17:21:26.693	38.800484494	15.238538797	17.3	10.685		
T	2015-07-14 17:21:29.693	38.800445540	15.238543957	17.1	10.689		
T	2015-07-14 17:21:32.693	38.800415679	15.238556863	16.9	10.693		
T	2015-07-14 17:21:35.693	38.800392394	15.238581956	16.6	10.696		
T	2015-07-14 17:21:37.693	38.800388694	15.238617727	16.4	10.699		
T	2015-07-14 17:21:40.693	38.800389375	15.238665488	16.0	10.704		
T	2015-07-14 17:21:44.693	38.800395209	15.238705316	15.7	10.707		
T	2015-07-14 17:21:48.721	38.800352750	15.238766087	15.2	10.714		
T	2015-07-14 17:21:52.662	38.800365079	15.238916357	14.1	10.727		
T	2015-07-14 17:21:55.662	38.800374811	15.238972486	13.8	10.732		
T	2015-07-14 17:21:58.662	38.800357110	15.239026145	13.3	10.737		
T	2015-07-14 17:22:00.662	38.800349037	15.239061337	13.0	10.741		
T	2015-07-14 17:22:03.662	38.800345308	15.239106617	12.7	10.745		
T	2015-07-14 17:22:07.662	38.800341401	15.239151648	12.3	10.749		
T	2015-07-14 17:22:10.655	38.800317040	15.239264748	11.7	10.759		
T	2015-07-14 17:22:13.655	38.800326003	15.239306616	11.5	10.763		
T	2015-07-14 17:22:16.655	38.800349122	15.239347147	11.4	10.767		
T	2015-07-14 17:22:19.655	38.800352752	15.239392975	11.2	10.771		
T	2015-07-14 17:22:22.655	38.800345390	15.239439163	10.9	10.775		
T	2015-07-14 17:22:24.655	38.800347435	15.239481813	10.7	10.779		
T	2015-07-14 17:22:26.655	38.800349253	15.239524154	10.5	10.782		
T	2015-07-14 17:22:28.655	38.800351110	15.239564452	10.3	10.786		
T	2015-07-14 17:22:31.655	38.800355714	15.239606562	10.2	10.790		
T	2015-07-14 17:22:35.655	38.800359346	15.239646066	10.0	10.793		
T	2015-07-14 17:22:38.632	38.800346389	15.239751817	9.4	10.802		
T	2015-07-14 17:22:41.632	38.800334162	15.239786959	9.2	10.806		
T	2015-07-14 17:22:45.632	38.800329326	15.239830273	9.0	10.810		
T	2015-07-14 17:22:48.632	38.800332152	15.239868343	8.8	10.813		
T	2015-07-14 17:22:51.632	38.800346853	15.239913396	8.7	10.817		
T	2015-07-14 17:22:54.632	38.800360740	15.239961121	8.5	10.822		
T	2015-07-14 17:22:56.632	38.800365795	15.239995357	8.3	10.825		
T	2015-07-14 17:22:59.632	38.800375361	15.240044992	8.2	10.829		
T	2015-07-14 17:23:02.632	38.800381921	15.240087337	8.1	10.833		
T	2015-07-14 17:23:05.632	38.800387939	15.240122511	8.0	10.836		
T	2015-07-14 17:23:08.632	38.800389851	15.240159473	7.8	10.839		
T	2015-07-14 17:23:11.632	38.800388400	15.240195339	7.7	10.842		
T	2015-07-14 17:23:15.632	38.800367377	15.240227133	7.5	10.846		
T	2015-07-14 17:23:22.602	38.800400385	15.240219258	7.7	10.850		
