type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2016-08-25 14:51:07.506	43.253082837	-4.862261335	502.0	10.785		
T	2016-08-25 14:51:16.506	43.253090681	-4.862135435	508.0	10.795		
T	2016-08-25 14:51:23.506	43.253030948	-4.862039713	511.0	10.805		
T	2016-08-25 14:51:32.506	43.252990613	-4.861922013	518.0	10.816		
T	2016-08-25 14:51:49.506	43.252957233	-4.861799300	520.0	10.827		
T	2016-08-25 14:52:03.506	43.252944918	-4.861671873	522.0	10.837		
T	2016-08-25 14:52:13.506	43.252989478	-4.861562796	522.0	10.847		
T	2016-08-25 14:52:23.506	43.253023733	-4.861441914	529.0	10.858		
T	2016-08-25 14:52:35.506	43.253054022	-4.861325809	526.0	10.868		
T	2016-08-25 14:52:45.506	43.253085607	-4.861204293	524.0	10.878		
T	2016-08-25 14:52:57.506	43.253099145	-4.861072593	531.0	10.889		
T	2016-08-25 14:53:07.506	43.253120450	-4.860939358	533.0	10.900		
T	2016-08-25 14:53:17.506	43.253132227	-4.860812206	532.0	10.910		
T	2016-08-25 14:53:29.506	43.253148047	-4.860690299	539.0	10.921		
T	2016-08-25 14:53:44.506	43.253177973	-4.860561789	539.0	10.931		
T	2016-08-25 14:53:57.506	43.253225090	-4.860448279	539.0	10.942		
T	2016-08-25 14:54:08.506	43.253235586	-4.860315511	542.0	10.953		
T	2016-08-25 14:54:18.506	43.253264134	-4.860181672	536.0	10.964		
T	2016-08-25 14:54:27.506	43.253285878	-4.860061637	531.0	10.974		
T	2016-08-25 14:54:40.506	43.253284774	-4.859930104	525.0	10.985		
T	2016-08-25 14:54:49.506	43.253270952	-4.859806212	524.0	10.995		
T	2016-08-25 14:55:01.506	43.253223521	-4.859692809	516.0	11.006		
T	2016-08-25 14:55:15.506	43.253142689	-4.859622050	514.0	11.016		
T	2016-08-25 14:55:27.506	43.253059758	-4.859566890	520.0	11.027		
T	2016-08-25 14:55:38.506	43.252978980	-4.859493514	527.0	11.037		
T	2016-08-25 14:55:47.506	43.252882333	-4.859481019	532.0	11.048		
T	2016-08-25 14:56:00.506	43.252815078	-4.859391879	535.0	11.059		
T	2016-08-25 14:56:11.506	43.252735952	-4.859315283	542.0	11.069		
T	2016-08-25 14:56:30.506	43.252647955	-4.859260806	547.0	11.080		
T	2016-08-25 14:56:40.506	43.252573019	-4.859189073	551.0	11.090		
T	2016-08-25 14:56:54.506	43.252515563	-4.859087612	551.0	11.101		
T	2016-08-25 14:57:05.506	43.252485709	-4.858971169	554.0	11.111		
T	2016-08-25 14:57:34.506	43.252431716	-4.858871265	550.0	11.121		
T	2016-08-25 15:05:02.506	43.252396416	-4.858756033	572.0	11.131		
T	2016-08-25 15:05:07.506	43.252363159	-4.858636626	579.0	11.141		
T	2016-08-25 15:05:12.506	43.252316477	-4.858509877	584.0	11.153		
T	2016-08-25 15:05:18.506	43.252280107	-4.858390217	585.0	11.163		
T	2016-08-25 15:05:27.506	43.252346193	-4.858291886	584.0	11.174		
T	2016-08-25 15:05:38.506	43.252415841	-4.858210293	581.0	11.184		
T	2016-08-25 15:05:45.506	43.252497774	-4.858134994	581.0	11.195		
T	2016-08-25 15:05:50.506	43.252606696	-4.858085871	579.0	11.208		
T	2016-08-25 15:05:54.506	43.252705238	-4.858068079	576.0	11.219		
T	2016-08-25 15:05:59.506	43.252795557	-4.858065663	574.0	11.229		
T	2016-08-25 15:06:17.506	43.252785918	-4.857941061	567.0	11.239		
T	2016-08-25 15:06:26.506	43.252770513	-4.857813679	560.0	11.250		
T	2016-08-25 15:06:33.506	43.252794455	-4.857686863	559.0	11.261		
T	2016-08-25 15:06:43.506	43.252793954	-4.857550949	555.0	11.272		
T	2016-08-25 15:06:53.506	43.252789178	-4.857417863	551.0	11.282		
T	2016-08-25 15:07:01.506	43.252780101	-4.857276601	546.0	11.294		
T	2016-08-25 15:07:08.506	43.252786714	-4.857148840	550.0	11.304		
T	2016-08-25 15:07:17.506	43.252740538	-4.857033154	551.0	11.315		
T	2016-08-25 15:07:27.506	43.252655543	-4.856975864	552.0	11.326		
T	2016-08-25 15:07:38.506	43.252581777	-4.856888028	554.0	11.336		
T	2016-08-25 15:07:48.506	43.252490413	-4.856902387	553.0	11.347		
T	2016-08-25 15:08:03.506	43.252411170	-4.856836328	553.0	11.357		
T	2016-08-25 15:08:16.506	43.252348015	-4.856742637	556.0	11.367		
T	2016-08-25 15:08:33.506	43.252298733	-4.856636840	559.0	11.377		
T	2016-08-25 15:08:46.506	43.252256820	-4.856522585	559.0	11.388		
T	2016-08-25 15:08:59.506	43.252255114	-4.856391877	560.0	11.398		
T	2016-08-25 15:09:38.506	43.252222186	-4.856273973	562.0	11.409		
T	2016-08-25 15:11:01.506	43.252202113	-4.856145118	564.0	11.419		
T	2016-08-25 15:11:11.506	43.252201254	-4.856014422	567.0	11.430		
T	2016-08-25 15:11:22.506	43.252178361	-4.855888949	572.0	11.441		
T	2016-08-25 15:11:34.506	43.252160249	-4.855765067	577.0	11.451		
T	2016-08-25 15:11:58.506	43.252093557	-4.855677149	581.0	11.461		
T	2016-08-25 15:12:20.506	43.252100566	-4.855552915	578.0	11.471		
T	2016-08-25 15:12:39.506	43.252121012	-4.855429162	582.0	11.481		
T	2016-08-25 15:12:52.506	43.252131948	-4.855306564	578.0	11.492		
T	2016-08-25 15:13:04.506	43.252163331	-4.855185177	580.0	11.502		
T	2016-08-25 15:13:15.506	43.252181511	-4.855058448	577.0	11.512		
T	2016-08-25 15:13:29.506	43.252203346	-4.854936783	575.0	11.523		
T	2016-08-25 15:13:45.506	43.252237368	-4.854822335	572.0	11.533		
T	2016-08-25 15:13:58.506	43.252260745	-4.854697657	568.0	11.543		
T	2016-08-25 15:14:12.506	43.252286133	-4.854572878	563.0	11.554		
T	2016-08-25 15:14:24.506	43.252296247	-4.854439968	561.0	11.564		
T	2016-08-25 15:14:35.506	43.252308748	-4.854307116	558.0	11.575		
T	2016-08-25 15:14:47.506	43.252316450	-4.854179836	556.0	11.586		
T	2016-08-25 15:14:58.506	43.252313869	-4.854050135	554.0	11.596		
T	2016-08-25 15:15:10.506	43.252283491	-4.853924123	552.0	11.607		
T	2016-08-25 15:15:21.506	43.252226180	-4.853826175	550.0	11.617		
T	2016-08-25 15:15:43.506	43.252191791	-4.853704750	549.0	11.628		
T	2016-08-25 15:15:52.506	43.252135976	-4.853605178	545.0	11.638		
T	2016-08-25 15:16:04.506	43.252090877	-4.853496779	546.0	11.648		
T	2016-08-25 15:16:17.506	43.252067775	-4.853369415	545.0	11.659		
T	2016-08-25 15:16:27.506	43.252072250	-4.853243373	545.0	11.669		
T	2016-08-25 15:16:37.506	43.252050784	-4.853119379	542.0	11.679		
T	2016-08-25 15:16:48.506	43.252013877	-4.852993327	541.0	11.690		
T	2016-08-25 15:16:57.506	43.251974350	-4.852879780	540.0	11.701		
T	2016-08-25 15:17:11.506	43.251898863	-4.852797988	540.0	11.711		
T	2016-08-25 15:17:19.506	43.251828393	-4.852710635	537.0	11.722		
T	2016-08-25 15:17:27.506	43.251774727	-4.852606300	538.0	11.732		
T	2016-08-25 15:17:37.506	43.251797794	-4.852485740	535.0	11.742		
T	2016-08-25 15:17:58.506	43.251866278	-4.852388078	529.0	11.753		
T	2016-08-25 15:18:08.506	43.251934480	-4.852301744	528.0	11.764		
T	2016-08-25 15:18:18.506	43.252008942	-4.852221018	528.0	11.774		
T	2016-08-25 15:18:29.506	43.252080416	-4.852145801	526.0	11.784		
T	2016-08-25 15:18:41.506	43.252178928	-4.852144669	524.0	11.795		
T	2016-08-25 15:18:51.506	43.252271264	-4.852149481	522.0	11.805		
T	2016-08-25 15:19:02.506	43.252361763	-4.852101793	520.0	11.816		
T	2016-08-25 15:19:11.506	43.252413288	-4.851984063	522.0	11.827		
T	2016-08-25 15:19:21.506	43.252470120	-4.851872384	520.0	11.838		
T	2016-08-25 15:19:32.506	43.252533487	-4.851772138	515.0	11.849		
T	2016-08-25 15:19:42.506	43.252609627	-4.851701687	515.0	11.859		
T	2016-08-25 15:19:51.506	43.252640390	-4.851585519	515.0	11.869		
T	2016-08-25 15:20:01.506	43.252693340	-4.851474408	511.0	11.880		
T	2016-08-25 15:20:10.506	43.252752551	-4.851377289	509.0	11.890		
T	2016-08-25 15:20:20.506	43.252814367	-4.851281688	506.0	11.901		
T	2016-08-25 15:20:30.506	43.252847635	-4.851166296	505.0	11.911		
T	2016-08-25 15:20:40.506	43.252884530	-4.851050364	505.0	11.921		
T	2016-08-25 15:20:50.506	43.252929617	-4.850933239	504.0	11.932		
T	2016-08-25 15:20:58.506	43.252943686	-4.850800446	507.0	11.943		
T	2016-08-25 15:21:06.506	43.252944900	-4.850665899	505.0	11.954		
T	2016-08-25 15:21:14.506	43.252952497	-4.850531150	508.0	11.965		
T	2016-08-25 15:21:52.506	43.252942713	-4.850408076	504.0	11.975		
T	2016-08-25 15:22:26.506	43.252922960	-4.850287808	492.0	11.985		
T	2016-08-25 15:22:49.506	43.252959551	-4.850173431	487.0	11.995		
T	2016-08-25 15:23:16.506	43.252895590	-4.850079813	482.0	12.005		
T	2016-08-25 15:23:31.506	43.252813009	-4.850028723	483.0	12.015		
T	2016-08-25 15:24:10.506	43.252834463	-4.850149162	487.0	12.025		
T	2016-08-25 15:24:32.506	43.252926540	-4.850164130	484.0	12.036		
T	2016-08-25 15:24:40.506	43.253021185	-4.850149317	481.0	12.046		
T	2016-08-25 15:25:02.506	43.253107018	-4.850100638	474.0	12.057		
T	2016-08-25 15:25:12.506	43.253180709	-4.850027529	472.0	12.067		
T	2016-08-25 15:25:21.506	43.253260262	-4.849942729	474.0	12.078		
T	2016-08-25 15:25:30.506	43.253332349	-4.849856831	475.0	12.089		
T	2016-08-25 15:25:40.506	43.253400827	-4.849759842	475.0	12.100		
T	2016-08-25 15:25:48.506	43.253445971	-4.849649045	475.0	12.110		
T	2016-08-25 15:25:56.506	43.253468862	-4.849521015	481.0	12.121		
T	2016-08-25 15:26:07.506	43.253468042	-4.849395972	484.0	12.131		
T	2016-08-25 15:26:19.506	43.253426639	-4.849274670	485.0	12.142		
T	2016-08-25 15:26:26.506	43.253440677	-4.849151238	485.0	12.152		
T	2016-08-25 15:26:37.506	43.253483826	-4.849042530	483.0	12.162		
T	2016-08-25 15:26:50.506	43.253546758	-4.848936765	480.0	12.173		
T	2016-08-25 15:27:00.506	43.253546066	-4.848807685	481.0	12.183		
T	2016-08-25 15:27:09.506	43.253520487	-4.848674502	486.0	12.195		
T	2016-08-25 15:27:17.506	43.253511569	-4.848541511	487.0	12.205		
T	2016-08-25 15:27:51.506	43.253509581	-4.848414710	480.0	12.216		
T	2016-08-25 15:28:17.506	43.253479736	-4.848296641	475.0	12.226		
T	2016-08-25 15:28:47.506	43.253505949	-4.848174990	473.0	12.236		
T	2016-08-25 15:28:58.506	43.253497916	-4.848041083	469.0	12.247		
T	2016-08-25 15:29:07.506	43.253510826	-4.847907395	467.0	12.258		
T	2016-08-25 15:29:18.506	43.253509070	-4.847774028	459.0	12.269		
T	2016-08-25 15:29:40.506	43.253506371	-4.847648584	465.0	12.279		
T	2016-08-25 15:29:55.506	43.253565899	-4.847551921	461.0	12.289		
T	2016-08-25 15:30:05.506	43.253601576	-4.847430752	459.0	12.300		
T	2016-08-25 15:30:14.506	43.253617739	-4.847302652	458.0	12.310		
T	2016-08-25 15:30:28.506	43.253609576	-4.847174324	460.0	12.321		
T	2016-08-25 15:30:45.506	43.253579788	-4.847053371	457.0	12.331		
T	2016-08-25 15:30:58.506	43.253565734	-4.846927017	456.0	12.342		
T	2016-08-25 15:31:13.506	43.253559936	-4.846794017	454.0	12.352		
T	2016-08-25 15:31:22.506	43.253545974	-4.846668379	453.0	12.363		
T	2016-08-25 15:31:39.506	43.253528955	-4.846544333	456.0	12.373		
T	2016-08-25 15:31:55.506	43.253551102	-4.846422491	448.0	12.383		
T	2016-08-25 15:32:44.506	43.253497062	-4.846321674	453.0	12.393		
T	2016-08-25 15:33:03.506	43.253464363	-4.846202581	450.0	12.404		
T	2016-08-25 15:33:21.506	43.253479641	-4.846077251	449.0	12.414		
T	2016-08-25 15:33:32.506	43.253475205	-4.845953378	447.0	12.424		
T	2016-08-25 15:33:41.506	43.253447710	-4.845826898	453.0	12.435		
T	2016-08-25 15:33:57.506	43.253397152	-4.845720078	448.0	12.445		
T	2016-08-25 15:34:18.506	43.253326477	-4.845637189	445.0	12.455		
T	2016-08-25 15:34:39.506	43.253244235	-4.845578913	451.0	12.466		
T	2016-08-25 15:34:58.506	43.253161697	-4.845517626	448.0	12.476		
T	2016-08-25 15:35:13.506	43.253113361	-4.845402708	441.0	12.487		
T	2016-08-25 15:35:52.506	43.253091320	-4.845281765	433.0	12.497		
T	2016-08-25 15:36:19.506	43.253140720	-4.845177862	427.0	12.507		
T	2016-08-25 15:36:35.506	43.253176839	-4.845061376	428.0	12.517		
T	2016-08-25 15:36:46.506	43.253151206	-4.844936384	425.0	12.528		
T	2016-08-25 15:36:55.506	43.253071199	-4.844872145	427.0	12.538		
T	2016-08-25 15:37:32.506	43.253029685	-4.844760844	420.0	12.548		
T	2016-08-25 15:38:07.506	43.253039792	-4.844636120	427.0	12.559		
T	2016-08-25 15:38:28.506	43.253086627	-4.844525837	415.0	12.569		
T	2016-08-25 15:38:39.506	43.253075400	-4.844394096	414.0	12.580		
T	2016-08-25 15:38:58.506	43.253106833	-4.844272143	409.0	12.590		
T	2016-08-25 15:39:14.506	43.253020027	-4.844323572	407.0	12.601		
T	2016-08-25 15:40:08.506	43.253024906	-4.844199331	400.0	12.611		
T	2016-08-25 15:40:27.506	43.253069628	-4.844092150	406.0	12.621		
T	2016-08-25 15:40:46.506	43.253136974	-4.844008814	404.0	12.631		
T	2016-08-25 15:40:58.506	43.253224694	-4.843980952	400.0	12.641		
T	2016-08-25 15:41:15.506	43.253278392	-4.843879200	397.0	12.651		
T	2016-08-25 15:41:31.506	43.253295765	-4.843749604	392.0	12.662		
T	2016-08-25 15:41:42.506	43.253355033	-4.843646840	390.0	12.672		
T	2016-08-25 15:41:55.506	43.253385077	-4.843528026	391.0	12.683		
T	2016-08-25 15:42:10.506	43.253403389	-4.843396227	386.0	12.694		
T	2016-08-25 15:42:19.506	43.253445069	-4.843282185	384.0	12.704		
T	2016-08-25 15:42:29.506	43.253464634	-4.843155657	384.0	12.714		
T	2016-08-25 15:42:49.506	43.253445836	-4.843029839	384.0	12.725		
T	2016-08-25 15:43:01.506	43.253432476	-4.842896102	387.0	12.736		
T	2016-08-25 15:43:11.506	43.253400173	-4.842774139	386.0	12.746		
T	2016-08-25 15:43:19.506	43.253364543	-4.842642083	386.0	12.758		
T	2016-08-25 15:43:25.506	43.253342299	-4.842515977	385.0	12.768		
T	2016-08-25 15:43:34.506	43.253299150	-4.842400016	387.0	12.779		
T	2016-08-25 15:43:46.506	43.253325689	-4.842276847	386.0	12.789		
T	2016-08-25 15:44:09.506	43.253361022	-4.842154739	377.0	12.800		
T	2016-08-25 15:44:19.506	43.253417050	-4.842051654	376.0	12.810		
T	2016-08-25 15:44:30.506	43.253467507	-4.841936194	376.0	12.821		
T	2016-08-25 15:44:39.506	43.253489874	-4.841801684	377.0	12.833		
T	2016-08-25 15:44:47.506	43.253515503	-4.841665762	377.0	12.844		
T	2016-08-25 15:44:55.506	43.253525621	-4.841538213	376.0	12.854		
T	2016-08-25 15:45:06.506	43.253485944	-4.841417010	372.0	12.865		
T	2016-08-25 15:45:19.506	43.253437057	-4.841310567	371.0	12.875		
T	2016-08-25 15:45:41.506	43.253419673	-4.841186609	371.0	12.886		
T	2016-08-25 15:45:54.506	43.253444934	-4.841068343	365.0	12.896		
T	2016-08-25 15:46:06.506	43.253424904	-4.840943304	365.0	12.906		
T	2016-08-25 15:46:16.506	43.253394372	-4.840815030	363.0	12.917		
T	2016-08-25 15:46:24.506	43.253396923	-4.840679964	359.0	12.928		
T	2016-08-25 15:46:32.506	43.253334493	-4.840587973	359.0	12.938		
T	2016-08-25 15:46:41.506	43.253253705	-4.840526890	362.0	12.948		
T	2016-08-25 15:47:25.506	43.253239810	-4.840397952	361.0	12.959		
T	2016-08-25 15:47:44.506	43.253279408	-4.840284873	361.0	12.969		
T	2016-08-25 15:48:08.506	43.253340732	-4.840194038	357.0	12.979		
T	2016-08-25 15:48:23.506	43.253375596	-4.840070499	355.0	12.990		
T	2016-08-25 15:48:33.506	43.253414275	-4.839953786	362.0	13.000		
T	2016-08-25 15:48:43.506	43.253459756	-4.839832235	361.0	13.011		
T	2016-08-25 15:48:52.506	43.253467605	-4.839695297	362.0	13.023		
T	2016-08-25 15:49:01.506	43.253421023	-4.839584562	363.0	13.033		
T	2016-08-25 15:49:09.506	43.253405771	-4.839445665	364.0	13.044		
T	2016-08-25 15:49:18.506	43.253422046	-4.839320299	359.0	13.055		
T	2016-08-25 15:49:38.506	43.253408751	-4.839192403	351.0	13.065		
T	2016-08-25 15:50:58.506	43.253340006	-4.839101919	355.0	13.076		
T	2016-08-25 15:51:38.506	43.253354264	-4.838974548	353.0	13.086		
T	2016-08-25 15:51:55.506	43.253408481	-4.838872512	347.0	13.097		
T	2016-08-25 15:52:06.506	43.253491582	-4.838825033	345.0	13.107		
T	2016-08-25 15:52:16.506	43.253583230	-4.838800770	343.0	13.117		
T	2016-08-25 15:52:27.506	43.253661126	-4.838718965	337.0	13.128		
T	2016-08-25 15:52:36.506	43.253717052	-4.838620686	337.0	13.138		
T	2016-08-25 15:52:46.506	43.253770070	-4.838507021	337.0	13.149		
T	2016-08-25 15:52:55.506	43.253824370	-4.838397229	339.0	13.160		
T	2016-08-25 15:53:06.506	43.253841035	-4.838274600	338.0	13.170		
T	2016-08-25 15:53:18.506	43.253874573	-4.838157532	335.0	13.180		
T	2016-08-25 15:53:55.506	43.253920072	-4.838045933	328.0	13.190		
T	2016-08-25 15:54:07.506	43.253949371	-4.837920320	323.0	13.201		
T	2016-08-25 15:54:20.506	43.253999639	-4.837815085	321.0	13.211		
T	2016-08-25 15:54:35.506	43.254012834	-4.837686388	325.0	13.222		
T	2016-08-25 15:55:08.506	43.253942846	-4.837608610	322.0	13.232		
T	2016-08-25 15:55:23.506	43.253849216	-4.837627632	325.0	13.242		
T	2016-08-25 15:55:38.506	43.253759483	-4.837652384	329.0	13.253		
T	2016-08-25 15:55:54.506	43.253691378	-4.837740134	326.0	13.263		
